transcript_id,month,conversion_likelihood,reasoning,key_phases,prospect_keywords,emotions_detected,location,education,organization,date
15_20250110,Jan,0.25,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","Nithya, audible, terms, hundreds, Yeah, time, prep, message, high ideally, yeah, scores, sum of scores, poneta, high, ideally, basically, data sufficiency, algebra, data, sufficiency, sections, round, sectionals for verbal, understand, Facebook Messenger kind, set, Facebook Messenger, target accuracy, target score, hit, give, end, idea, giving, ","approval,admiration",No Info,No Info,Hello Nithya,79
16_20250110,Jan,0.38,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","started the preparation, Yeah, CAT in normal, appeared for CAT, GMAT, started, preparation, CAT, Yeah, Target the score, ADMAT last year, appeared for ADMAT, Target, GMAT level, score, tough, verbal part, verbal side, verbal, part, side, concerned, end up scoring, guess like suppose, Yeah, , CEG BAT platform, CEG BAT, BAT platform, CEG, BAT, journey, accesses, clear, Ping","approval,gratitude,optimism",No Info,No Info,"CAT, GMAT",No Info
17_20250110,Jan,0.38,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","CAT and SAT, prepare for CAT, CAT, SAT, year, GMAT, prepare, twenty months, Monday to Friday, hours and Saturday, Sunday, hours, Friday, Saturday, reason was English, Monday, Yeah, TTP, mat, mocks, student account, account who kind, kind of started, months, Yeah, kind, NMAT exam, NMAT, give, enhanced, exam, good, , yeah, CAT, CAT background, GMAT English, indoor, GMAT, website, background, Yeah, sleep, lot","approval,approval,gratitude,optimism",No Info,No Info,"EG Mat, SAT, GMAT, TTP, CAT","I-10 days ago, 3-4 months"
18_20250111,Jan,0.38,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","Yeah, Yeah, retake, ago, level, questions, grade, Amruth, test, Yeah, author who writes, author, writes, hashtag, exam, quiz, cementing quizzes, people have recommended, GMAT prep, yeah, people, recommended, daily basis, GMAT, daily, automatically adjust, Yeah, day, automatically, prep, adjust, time, backlog, Yeah, planning, yeah yeah, purchase, planning to purchase, great, yeah yeah tomorrow., start","approval,approval,gratitude,optimism",No Info,No Info,No Info,No Info
19_20250112,Jan,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","Yeah, Cool, Bangalore, month, kind, live, cold, live in Bangalore, Yeah, Cloud Fuse, good, called Cloud Fuse, graduated, Welland MBA, worked, years, Yeah, back to Bangalore, job, home, Bangalore, week, test, finding it hard, hours, weekends like Saturday, time as needed, Sunday, Yeah, Saturday, GMAT, needed, yeah, True, days, month, ahead, thinking, start, back, NCR January, intake dead, bit rushy, dead first round, January, NCR, yeah, intake, Yeah","gratitude,approval,gratitude,optimism","Kerala, Orissa, Bihar",No Info,No Info,18th
1_20250101,Jan,0.12,Agent maintained confidence or relief near end,No Info,"device, Yeah, connect, extension, fine, point animation, point, animation, extension animation, GMAT score, animation, yeah, months, extension, GMAT, share, London Business School, things, schools, quickly give, scores, score, Business School, Indian School, critical listening, questions, GMAC, GMAT question bank, question bank, videos, question, GMAT question, initial series, direct inbox, mentors, planning, initial, series, direct, inbox, GMAT, random, platforms, mentor, assigning, GMAT platforms, GMAT preparation, GMAT preparation platforms, ",optimism,No Info,No Info,No Info,No Info
20_20250112,Jan,0.25,Prospect showed positive emotions (more than 2) during wrap-up/Q&A,"Q&A,Wrap","educational background, mechanical engineer, NMS Mumbai, working with Deloitte, MBA, Institute in Electronics, GMAC, CAT, overrepresented bunch, Indians, GMAT, bunch, overrepresented, GMAT score, people Joe, wanted, question, Jamai Mogdevi Rata, time, gap offset, questions, Jamai Mogdevi, Mogdevi Rata, offset, sectional box, sectional, time higher, box, percentile, higher, Kyawa CRMA foundation, Quant, steps clearly defined, Jabni task complete, calendar view data, task complete earlier, Jabni task, defined, view data, complete earlier, entire thing, thing any questions, questions doubts, test prep company, entire, thing, questions, doubts, exam day, test day, minimize surprises, job claim Max, claim Max impact, day, approach job claim, approach","approval,gratitude",No Info,No Info,"Bosdart, OG, NMS Mumbai, Deloitte, JP Institute in Electronics, CAT, GMAC","1.5 years, 2023"
21_20250112,Jan,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","Yeah, GMAG plan, GMAG, options, morning like researching, checking, morning, researching, bit early, Yeah, GMAT, GRA, early, bit, GMAT if GRA, Spanish, GMAT, Yeah, years, math, valid, passed fine, fine, wondering, Yeah, week, days, problem, everyday, send, link, sign, Yeah, single thing, single stage, single, thing, thinking, time, stage, , cool, yeah, started, master comprehension, started videos, comprehension, time, master","approval,gratitude,optimism",No Info,No Info,No Info,No Info
22_20250112,Jan,0.38,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","Yeah, GMAT, MBA, Mad, executive MBA, time MBA, GMAT classes, Ahmedabad, Google GMAT, GMAT lashes, GMAT, Google, Yeah, lashes, company, GEG math, Yeah, mock, test, Yeah yeah, recorded, telling, age, Theek, computerized notepad, yeah, real exam, notepad, pen paper, paper to write, write solve, solve the questions, live session, live, giving, faster, session, month, extra, amount, minute sessions, minute, sessions, giving, Max, coupon code extra, code extra coupon, extra coupon code, coupon code, code extra, extra coupon, giving me standard, coupon","approval,approval,gratitude,optimism",No Info,No Info,GMAT,34 months
23_20250112,Jan,0.12,Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A,"Q&A,Wrap","educational background, mechanical engineer, NMMS Mumbai, MBA, India Amadora financial, India Amadora, background, finance in Sweden, Jesse, Yeah, TRS, kar Satya, book, planning, Satya, devote kar Satya, baal APK understanding, APK understanding kidney, concept concept quality, syllabus poor aliasa, people solving videos, problem video video, video video dekhne, mujhe mane YouTube, completely structured plan, structured plan, start prep, completely structured, full time prep, Tinoga Lagla question, Abhiyam could study, plan, mujhe SIF mock, SIF mock test, mock test buy, begin practice online, practice online basically, test buy kernel, SIF mock, SIP mock, days, Pekarna and eight-month, days Kalina job, days Napco, Yeah, days Kalina, month, Jobi Hoga, prep discuss Curry, strategy discuss Curry, discuss Curry strategy, Curry strategy discuss, discuss Curry, structured prep discuss, Curry strategy, nice interacting",gratitude,"India, India Amadora, US, Sweden, Mumbai",No Info,"GMAT, BBA, che, MATLAB",No Info
24_20250111,Jan,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","Yeah, Weekend, starts in July, lot of admission, admission consultants, round one starts, July, lot, consultants, yeah, hours on average, Weekdays, average, hours, dedicate a lot, lot of time, weekends, weekend, , lucky, hope, yeah, text you back, join, thing, buy, discuss, parents, text, Yeah","approval,optimism,gratitude,optimism",No Info,No Info,No Info,No Info
25_20250110,Jan,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion","Q&A,Wrap,Price discussion","month, confuse, yeah, talk, hours, guiding, Yeah, hour thing, race, hour, long, watching at double, generally I slightly, verbal, verbal generally, mock verbal, problem, generally, slightly, yeah, Yeah, Indian colleges, Indian, years, Calcutta, months, colleges, thing, Yeah, clear, team, break, people, heard, lunch, lunch break, Yeah, months, make the payment, payment, make, recall, math, dollars, Yeah yeah, Yeah, GMAC, body, nba.com, MacBook","gratitude,gratitude",No Info,No Info,No Info,2 month
26_20250113,Jan,0.38,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","Yeah, months, 7:00 college related, roughly, college related, yeah roughly, math, online, Yeah, test Prem, Prem, test, test target, give one mock, target, give, thing I wanted, wanted to clarify, quiz to check, check our readiness, topic, thing, wanted, clarify, yeah, give, , yeah, affected drastically, score, drastically, score good, wanted, good, grade, Yeah, queries","approval,gratitude,optimism",No Info,No Info,"EG, GMAT",2 months
27_20250110,Jan,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","remember, late, thought, meeting, Kanpur and completed, Kanpur, bachelor in engineering, 7:15, CAT, yeah, months, post, appeared for cat, prepare for CAT, break, worked, hours, attempt in February, efficient, give an attempt, February, basically, score, Google, March, credentials or AAP, AAP is prep, AAP, reviews, mba.com credentials, review mba.com credentials, verified reviews, fine, Netflix, January, fine, Yeah, Fair","approval,approval,gratitude,optimism",Kanpur,"engineering, bachelor",No Info,No Info
28_20250113,Jan,0.38,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","educational background, mechanical engineer, BMS Bachelors, Bachelors of Management, Management Studies, Studies from Birla, Birla College, MBA, Yeah, chart, percentile, target, Columbia, verbal, basically give, verbal preparation, verbal, questions, time, quant, percentile, learning, move, thing, mock test, mock, solutions, talk about quant, months, time, talk, hard level, complete login, yeah, hours, complete, login, days, Roughly, critical reasoning, lot of struggles, save, lot, lot of time, struggles, time, join, decide, standard cementing process, cementing process, area like data, data sufficiency, sufficiency is good, standard cementing, Bye, process","approval,gratitude,optimism","Kalyan, RC",bachelors,"Birla College, BMS Bachelors of Management Studies",No Info
29_20250113,Jan,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained high confidence or relief near end","Q&A,Wrap","educational background, NMMS Mumbai, MBA, planning, give, human resource, University of Memphis, give my GMAT, cat November meow, cat, classes, cat November, November, good in points, GMAT, offline, launchers for GMAT, career launchers, Hogani Miko Patya, GMAT, Hogani Miko, Miko Patya, friends, pretty good, Charon mocks add, trial the Pella, Pella mock, Charon mocks, Pella, Charon, Yeah, kiss, , Yeah","approval,realization,gratitude,admiration,admiration,optimism",Mumbai,No Info,"GMAT, University of Memphis, NS YSR, SYBMS",No Info
2_20250102,Jan,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained high confidence or relief near end","Q&A,Wrap","sentence correction part, Yeah, sentence correction, correction part, Correct sentence, sentence, part, correction, Yeah, Mac, GMAT, Fair, scoring, integrated reasoning, reasoning last time, fine, Yeah, key, thought, months, start, purchase, frankly, time, Yeah, Baijus vedantu Topper, Baijus vedantu, vedantu Topper, Baijus, Topper, Someday, event, , Yeah, Kiwi Ekbar, Kiwi Ekbar confirm, problem is Kiwi, problem, freeze Karlu, Ekbar confirm, confirm on Achi, Yeah, weeks, working, pretty fine, official, arrangement works, e-mail, fine","approval,gratitude,approval,gratitude,optimism,optimism",No Info,No Info,"GMAC, GMAT",No Info
30_20250114,Jan,0.38,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A,Low stress or confusion during price discussion","Q&A,Wrap,Price discussion","Yeah, cool, Theek hai, Theek, hai, fine, engineering graduate basically, Government of India, graduate basically, government, GMAT exam, Cool, engineering graduate, research organization, engineering field, year PGP program, MBA, year, things, MBA point, year PGP, pursuing online MBA, hours, working, responsibilities, improve, moment, hours of time, week basis, months, East Sigma, average, Generally, hours, quickly on East, , free or paid, mock will open, mock is free, mock, earlier, open, make a click, figure",gratitude,No Info,No Info,No Info,No Info
31_20250113,Jan,0.75,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained high confidence or relief near end","Q&A,Wrap,Price discussion","standardized test score, require a GMAT, GMAT score, standardized test, test score, MBA, GMAT, score, math, math class, section, section improve greatly, day today, Yeah, section improve, reading knowing, Yeah, good, insights, time, data, data insights, time with data, Yeah, Nice, Nice, Yeah, great, Yeah, discount, links, discount links, ","approval,gratitude,admiration,optimism,optimism",No Info,No Info,GMAT,No Info
32_20250113,Jan,0.5,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","Hyderabad, Yeah, India, lived, good, born, Delhi, liking, intense work schedule, Yeah, pretty intense work, resources online, pretty intense, starting to prepare, lot, lot of resources, Yeah, pretty competitive GPA, competitive GPA, GPA, work experience profile, experience profile, pretty competitive, work experience, Yeah, Space Engine, prep, learning, methods, math Space Engine, GMAT, Engine, Yeah, lot, people, call, enroll, lot of people, Yeah, Great, Yeah, walking, supposed","gratitude,admiration","Hyderabad, India, Delhi, US, Canada, Mumbai",No Info,"Hyderabad, The Pacific",No Info
33_20250114,Jan,0.0,No Info,No Info,"Personal study plans, Personal study, educational background, study plans, plans in terms, NMMS Mumbai, MBA, Christ University, free, Yeah, time, question, ideal, answer, ideal time, close, Yeah, Scroll, penalty, Verbal, questions, good, negative penalty, English, mechanism also works, question, time, questions, works, mechanism, question number, explain, , month, CRRC",No Info,Mumbai,No Info,"Christ University, CAT, GMAT",No Info
34_20250114,Jan,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained high confidence or relief near end","Q&A,Wrap","audible, problem, Yeah, superb, Madrid or Barcelona, Berkeley yeah, Chile, forward, MBA, yeah, Test late April, study abroad, Test late, late April, April and check, abroad, wife, started yesterday morning, started yesterday, yesterday morning, started, Yeah, months, yesterday, morning, Yeah, fair idea, months, idea, initial scorings, fair, simple, start, yeah, side yeah, questions, side, Yeah","gratitude,approval,admiration,optimism,optimism",No Info,No Info,No Info,No Info
35_20250115,Jan,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","GMAT, Yeah, years, work, working, experience, work experience, GMAT score, Yeah, exam, terms, attempt at GMAT, sector, generation entrepreneur, medical, medical sector, yeah, MBA, Ohh, fine, time, frame, time frame, regular MBA, Yeah, June, study plan, June Yeah, plan, study, exam June, exam June end, Yeah, faster, exam in June, finish, June, portion faster, catalyst to finish, month plan, Yeah, fine, number, month, June end, June, WhatsApp, number on WhatsApp, Yeah","approval,gratitude,optimism",US,No Info,GMAT,"2 months, 2 years, 4.4 years, those 4 years"
36_20250114,Jan,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained high confidence or relief near end","Q&A,Wrap","placements and internships, consist of placements, internships, year, consist, placements, Yeah, MSR and TPA, part, direction, thinking, TPA questions, BBA, company MSR, Yeah, schedule, give, issue, hours per day, study schedule alongside, schedule alongside college, makes sense, Yeah, showing, , session today, today, session","approval,gratitude,optimism,relief",No Info,No Info,No Info,No Info
37_20250115,Jan,0.0,No Info,No Info,"Yeah, question, question wrong, quant, strength, wrong, questions, bit moderate, questions, yeah, time, minutes, minute, kind, permitted time, feel, make a note, question number, Yeah, mark, percentile, questions, make, burn, starting from tomorrow, start starting, time, yeah, questions, Stage, put, things, modules that follow, main point question, point question, module, modules, follow, kind, face, stages in time, gave her mock, time, started, moved, stages, gave, mock, ",No Info,No Info,No Info,No Info,No Info
38_20250115,Jan,0.38,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A,Low stress or confusion during price discussion","Q&A,Wrap,Price discussion","Yeah, fine, Jaipur, business administration, Mad, bachelor in business, administration, bachelor, Yeah, months, years ago, ago, prepared, correct, year, plans, Yeah, Gmail Focus, year, start, colleges, job, question paper, minutes kind, Yeah, fair, weekends, abroad, wrong, Kukesh, rushing, chess, Yeah, maths, hours, scored average, weak point, hour long, hour, average, Yeah, Mac Club, great, Club, Mac, Yeah",gratitude,Jaipur,bachelor,UP,No Info
39_20250116,Jan,0.38,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","Yeah, Amrit, untouched, problem, invite, basically, totally, totally untouched, Yeah, kind, finance, private equity, investment banking, MBA, management, equity, switch investment banking, private equity market, investment banking, pursuing MBA, switch investment, equity market, valuing a controllers, skill set, yeah, Things, thing, experience, aim, work, Hindi medium, Hindi, , Yeah, Max, start, planning to start, planning, months Max, Alright, idea, Yeah, happy","approval,gratitude,joy,admiration",No Info,No Info,Amrit,No Info
3_20250102,Jan,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion","Q&A,Wrap,Price discussion","yeah, masters yeah, manufacturing sector, masters, manufacturing, work, sector, manager Gujarat, top notch universities, director level, notch universities, recognised university, company the people, masters degree, top notch, Yeah, Yeah, Yeah, give, echoing, voice is echoing, voice, echo, sound, hear, Yeah, fine, Yeah, send, links, ","gratitude,gratitude",No Info,"masters, engineering",Budweiser,"3 years, 20, 2016, 21"
40_20250116,Jan,0.38,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","good, MBA, GMAT, back, aware, older, PhD, older GMAT, information, Thura language Kabhi, Kabhi classes children, mere Thura language, language Kabhi classes, mere Thura, Thura language, language Kabhi, Kabhi classes, linear equations, care, number of hours, linear, equations, journey, verbal, lot, human psyche problem, psyche problem problem, human psyche, psyche problem, problem problem, problem, inference skills, human, local, selected Jana, compare selected Jana, Jana, lady, called, lot of sense, Essay, month, guys","approval,gratitude,optimism",No Info,No Info,No Info,No Info
41_20250117,Jan,0.75,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained high confidence or relief near end","Q&A,Wrap,Price discussion","started any preparation, Yeah, started, preparation, mock test, CRD website, give, months, GMAT online, preparation of GMAT, forgot, platforms like Cora, GMAT, Cora, online, searching, Yeah, point, question, related, mentioned, doubt, clearing, clearing point, Yeah, test, question, till, Gmail, question Gmail, Gmail test, quant, Yeah, Delhi, learning journey, Delhi NCR, East Delhi, learning, journey, GMAC booking, Yeah, correct, Monday, feels, good, beneficiary, hope, sign, ","approval,optimism,gratitude,optimism,optimism",No Info,No Info,CRD,No Info
42_20250119,Jan,0.25,Prospect showed positive emotions (more than 2) during wrap-up/Q&A,"Q&A,Wrap","Yeah, Amruthai, good, etcetera, yeah yeah, sense, portal, structured, product management, years, years in tech, years in product, years of experience, firstly, experience, management, ISV application starts, starting in June, ISV application, June or July, happening starting, July, application starts, June, half hours, topic right Andover, suppose, hours, suppose suppose, feel, half, thing suppose, , Yeah, cool, clear, wanted, yeah, alright, Amruth, time","approval,approval,gratitude",Amruthai,No Info,No Info,No Info
43_20250119,Jan,0.12,Agent maintained confidence or relief near end,No Info,"Yeah, GMAT, fine, questions, repetitive question, median score, score, percentile, focus edition, percentile score, Harvard Stanford, concept getting repetitive, normalised, GMAT Algebra Master, GMAT, GMAT club, GMAT Algebra, Test, scholarship, actual score, score, good advice, lot of students, information, give, good, advice, lot, students, happen frequently, business trip, Sunday, start, make the purchase, frequently, freeze your account, WhatsApp, make the purchase, purchase, make, inform, Bye",optimism,No Info,No Info,GMAT,No Info
44_20250119,Jan,0.75,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained high confidence or relief near end","Q&A,Wrap,Price discussion","Chhattisgarh, urban company, years, snap, Tata, thought, science student, urban, corporate ladder, move upstairs, feel like MBA, MBA, etcetera, good, weekends, Yeah, Yeah, Yeah, future plan, date will differ, date, GMAT, differ, miss, accommodate, Yeah makes sense, makes sense, Yeah makes, sense, Yeah, CAT tests, makes, CAT, website, proceed, mentor, call, Yeah, target, months, GSE extra, GSE, wanted, Banking, extra, wanted to understand, unable, navigate","realization,approval,gratitude,admiration,optimism","Chhattisgarh, Gurgaon","engineering, science","BBA, Chhattisgarh, Tata, BBM, UP, Apollo, CAT, Urban Company","the last 1.5 years, 5-10 years, 2020"
45_20250119,Jan,0.75,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained high confidence or relief near end","Q&A,Wrap,Price discussion","Yeah, started, honestly, preparing, GMAT exam, GMAT, good, prep, Edel finance, risk analyst, Delhi University, Edel, honours from Delhi, dude in Pune, Yeah, target ISP, Yeah, things in terms, months, things, terms, degrees, change, make, Yeah, time, revert, happen, point, point of time, Yeah, months, duration, enroll tomorrow, enroll, tomorrow, sense, Yeah, Yeah, Tuesday, days, couple, couple of days, Yeah yeah","approval,gratitude,optimism,optimism",No Info,No Info,GMAT,No Info
46_20250117,Jan,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained high confidence or relief near end","Q&A,Wrap",", calendar properly, give, showing my calendar, give mock test, hours, properly, give mock, mock test, Yeah, Real Gmail, Real, Gmail, David, great, considered failed, failed, considered, side, pretty, Radha, mock test, understanding, yeah, scared, time, problem","gratitude,approval,optimism,optimism",No Info,No Info,No Info,No Info
47_20250120,Jan,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","fifty, Yeah, Saturday and Sunday, CRD, hours, Sunday, Saturday, week, study, correct the deadline, deadline, Yeah, correct, Makes sense, Makes, yeah, sense, Nice, quizzes, time, time timer, makes nice, Yeah, nice, makes, made a plan, time, comfortable, questions, Wow, Yeah, nice, USA from Europe, good, coming from Brazil, gonna, Brazil, clear, time, explaining, lot, preparation time, preparation","optimism,gratitude,optimism",No Info,No Info,No Info,No Info
48_20250120,Jan,0.25,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap",", heard verbal, verbal is difficult, difficult and quant, GMAT, yeah, people, heard, verbal, Yeah, hour is ideal, hour, ideal, step, miss step, miss, great, Yeah","approval,optimism",No Info,No Info,No Info,No Info
49_20250116,Jan,0.75,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained high confidence or relief near end","Q&A,Wrap,Price discussion","yeah, gave cat NMAT, Pushing, long, busy, cat NMAT, week of Feb, Venmat, Yeah, Nice, breakup, Mumbai, GMAT score, GMAT, Breakup the GMAT, bit Breakup, Yeah, offer, Give, Cat, break for Cat, minute, days, work, Yeah, job will start, Sunkar pachas Ganteka, month, space engine, issue, job, start, activated for free, Yeah, enroll, free, activated, IMS, Nice, Preparation, GTP GMAT mocks, GTP GMAT, nice, TTP, mocks, GMAT mocks, GMAC, GTP, job laptop, correct, job, laptop","gratitude,gratitude,admiration,optimism,optimism",Venmat,No Info,"BILR, NMAT",No Info
4_20250103,Jan,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","study plans, NMMS Mumbai, MBA, Mumbai, Ahmedabad ISB, plans, educational background, study, give three hours, easily give, Max March, mat thing works, hours, easily, day, Max, Yeah, hearing the audio, audio, heard, hearing, Yeah, strategy expert, expert, strategy, application, video, correct, phone, teams meeting, Yeah, happening, teams, meeting, join without signing, join, signing, months, Yeah, start, based, dashboard, idle, installment option, option for two-month, Yeah, helping, initially, months, pay, guess","approval,gratitude,optimism","Ahmedabad, India, Mumbai",No Info,"PGPX, CAT, DevOps, GMAT",No Info
50_20250121,Jan,0.0,No Info,No Info,"start my journey, Australia National Australia, National Australia Bank, journey, Australia Bank, Yeah, Australia National, National Australia, years back, back, hours, years, GMAT, percentile, deadlines for ISB, ISB are typically, hear, GRE, questions, understand, minutes, question, time, Yeah, score, concepts, Time, algebra, Yeah, percentile, pretty, step, revise that topic, Assumption, gap, revise, topic, hit your target, studying this structure, support, ",No Info,No Info,No Info,"GRE, GMAT, WhatsApp, ISB Hyderabad, CAT, Australia National Australia Bank",No Info
51_20250121,Jan,0.75,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained high confidence or relief near end","Q&A,Wrap,Price discussion","data science, science, join the MBA, computer science, Business School, master in data, master, year of study, MBA, data science, full time job, time, Yeah, time job, full time, hours, data related things, Yeah, experience in analytics, analytics and data, data related, time, good experience, related things, correct, timeline which year, timeline, starting, apply, schools, clear, year, feel, target, start preparing, preparing, correct, start, applying, yeah, score, looked, recall, things, feasible, correct, month score, Yeah","approval,approval,gratitude,admiration,optimism",No Info,"masters, science, bachelor, computer science","NBA, Business School",20s
52_20250121,Jan,0.25,Prospect showed positive emotions (more than 2) during wrap-up/Q&A,"Q&A,Wrap","Yeah, audible, late, writing, gmet, late for writing, writing gmet, alternative career, point of time, Yeah, career or alternative, point, career, time, domain, Yeah, Yeah yeah, verbal section, verbal, session I scheduled, problem, verbal good, section, Yeah, July, session in tech, session, tech, planning, GMAT level, Reading comprehension, critical reasoning, GMAT, reasoning, Reading, level, critical, Yeah, tomorrow, age, start this journey, question, start, journey, Yeah","approval,gratitude",No Info,No Info,No Info,No Info
53_20250122,Jan,0.12,Agent maintained confidence or relief near end,No Info,"percentile, assume, Round, case, apply, helpful, provision, work access, main worry, years of work, access, saturated, main, worry, years, today scenario, hours, days, understand, scenario, forward, today, work, randomly pressed, pressed, maximum, passage, randomly, percentile kind, kind of score, absolutely, percentile, score, medical emergency, situation, kind, scenarios",optimism,No Info,No Info,No Info,No Info
54_20250122,Jan,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion","Q&A,Wrap,Price discussion","Yeah, Yep, minute, give, audible, bit, basically, call, yeah, school offer, school, reason, Business School, GMAT, basically the reason, offer, tunnel vision, Yeah, problem, tunnel, vision, crack, mind, quant, Gmats, Arun Sharma books, level of difficulty, Arun Sharma, level, short sentences, sentences, LOD, Yeah, heard, coming, essential question, expected time, time for result, online it showed, days, essential, question, forget, Yeah, Yeah yeah, give, time, back, give me time","approval,gratitude",No Info,No Info,No Info,No Info
55_20250122,Jan,0.62,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Low stress or confusion during price discussion,Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion","Yeah, audible, Yeah, cons yeah, good score, good, cons, school, targeting, score, , Yeah, join eg Mat, Mat, round one application, plan to join, application, plan, join, Yeah, time, Yeah yeah, Yeah","approval,approval,optimism",No Info,No Info,No Info,No Info
56_20250121,Jan,0.38,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A,Agent maintained high confidence or relief near end","Q&A,Wrap",", hours, doubt, yeah, interrupt, kind, doubt, real time, interact, time, mentor will reply, mistake in real, mentor, reply, hear, standard of algebra, algebra and arithmetic, standard, algebra, arithmetic, side showing, pretty, side, showing","gratitude,admiration,optimism",No Info,No Info,No Info,No Info
57_20250122,Jan,0.38,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A,Agent maintained confidence or relief near end","Q&A,Wrap","data interpretation, Data insight, Data, data and data, cont and data, sections, skills, logically, end of January, January, point, point improvement, improvement, quant, verbal, end, mock tests, April, Nat, Stage, Yeah, section, tests, mock, error log, writing the corrective, corrective measure, subject matter expert, matter expert support, stage, hey, subject matter, months to make, months, make, yeah, applications, , honest","approval,gratitude,admiration",cont,No Info,"DI, Data, EG",7-8 years
58_20250120,Jan,0.12,Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A,"Q&A,Wrap","Chitkala University, Nice, Yeah, University, Rajpura, Chitkala, bachelor, criteria, Jammu Jammu setha, Jammu Jammu, time, Jammu setha koi, setha koi ETA, koi ETA iim, koi ETA, Koi, verbal quantity insights, verbal quantity, quantity insights, sections, verbal, insights, Padre, mentioned, leg glands, week we focus, mid wicket, cover drives, straight drives, focus, focus on straight, drives, Flag discount, start, months, Flag, discount, Patsubini sakam milaka, sakam milaka, doda Patsubini sakam, CMAT, entire global, GMAT, global, doors, entire, weather, Cancel the score, Cancel, score, problem",approval,No Info,bachelor,Chitkala University,No Info
