transcript_id,timestamp,text,speaker
1,58:25:00,"So that also happens if for a particular file, if the communication or the doubt is not cleared, you are still stuck at it or you need a conceptual clarity for the your you know most most probably pile even even pile records or or you know Rajit also records and send your pertaining to a particular doubt.",agent
1,58:44:00,"They record 10 minute video, 15 minute video explaining you that particular doubt.",agent
1,58:48:00,"So first thing they might ask you is maybe you have to send a voice or something which clearly tells not in touch, but clearly tells them or and you know, make them understand what exactly is your doubt.",agent
1,58:58:00,"And accordingly, they will create a video and send it to you for you to, you know, view it and access it.",agent
1,59:03:00,So that that is one thing.,agent
1,59:06:00,"So these mentors are going to be there just to plan or preparation, right?",prospect
1,59:12:00,They are not there to not just planning see you know like so during initial series they are there see they you will have their direct inbox to your mentors.,agent
1,59:21:00,You're gonna communicate it's like the old Facebook Messenger you see right you're gonna have the direct inbox to your mentor which you're gonna connect and discuss.,agent
1,59:28:00,"So initially in terms of strategy, there is nothing much that they will be doing.",agent
1,59:32:00,They are just they are just gonna be a guiding force.,agent
1,59:36:00,But the game changes when you when you reach a 635 beyond that point.,agent
1,59:41:00,See all the data that you capture here.,agent
1,59:42:00,You will have a dashboard here when you're going to go and take this test.,agent
1,59:45:00,But these are not just the dashboards.,agent
1,59:47:00,Your mentor would be creating a profile for you from the day you start.,agent
1,59:51:00,You are you are going to have a profile built by a mentor.,agent
1,59:54:00,"So once you reach a 635, then you are going to get into a teams call with your mentor at a regular interval, may be once in a day or once in 2 days.",agent
1,01:00:02,You are going to have that connect with your mentor in detail to actually understand or or to strategise and give you that corrective factors in terms of how to improve your time in those particular questions and what is exactly so like the way if you know.,agent
1,01:00:16,"We have a cricket team of analysts, right, For every, every top cricket teams.",agent
1,01:00:20,"Now we have analysts coming into play to help the players understand what's his strength, what's his weakness and how to how to navigate things, how to improve with the help of coach.",agent
1,01:00:28,So mentors are basically a coach with a high analytic support or analytics behind it to give you that instructive feedbacks.,agent
1,01:00:38,OK.,prospect
1,01:00:38,"And so we will be collecting Yeah, yeah, I was saying for now for actual doubt resolution, we have to reach out to the teachers directly.",prospect
1,01:00:52,"No, you you have to see one thing is you can reach out to your tutors directly through the section doubt clearing sessions that you would see under each video lessons.",agent
1,01:01:02,You are going to have that.,agent
1,01:01:03,"But beyond that, if you want to personally reach out like like want them to record a video for you and and have to clear it right away for pertaining to a particular topics, you can navigate through your mentor.",agent
1,01:01:17,Your mentor is actually going to help you facilitate it.,agent
1,01:01:20,"OK, OK, understood.",prospect
1,01:01:23,So this mentor will be connected only through this your channel Egmat channel or its going to connect it through WhatsApp as well?,prospect
1,01:01:32,"No, initially it will be through Egmat channel.",agent
1,01:01:34,"So see the, the main scenario is different.",agent
1,01:01:38,"See till the time you reach like the way I always say till you reach that 85th percentile capability, the instructions are going to be very clear and straightforward that what exactly has to be done you are going to have.",agent
1,01:01:50,"So once, once I share you a video like the way I said once I share you that video and to go through it yet have a clear clarity.",agent
1,01:01:55,"But I am still telling giving an overview that initially it is very straightforward in terms of your instruction and things are going to be very clear in terms of what activities has to be done wherever your feedback is required, chat support is enough.",agent
1,01:02:07,"But later on once once you reach that last mail, so we enroll UNLA program called last Mail push that is also free of cost.",agent
1,01:02:14,You are not going to be charged for that.,agent
1,01:02:15,It is inclusive within the course.,agent
1,01:02:17,"So what happens there is when you reach that capability, it becomes bit of tricky even for us to explain things over chat.",agent
1,01:02:25,It is not possible that we explain everything through chat and the communication has to be more efficient and we involve you in a Teams call.,agent
1,01:02:33,And at that point of time of course maybe you would reach get get the connect with your mentor in WhatsApp and all these things you start that would be the last leg of your breath.,agent
1,01:02:41,Maybe last one month or one and half months it is going to be but initially we don't do that because of course the bandwidth is also there.,agent
1,01:02:47,"They have to support you know, you know you and and give you that right guidance.",agent
1,01:02:51,"So of course you know, initially, sorry, not through WhatsApp.",agent
1,01:02:58,"So not initially initially, initially not through WhatsApp.",agent
1,01:03:00,"Yeah, OK.",prospect
1,01:03:03,"So once he once you reach that 64563555 yeah, then then we'll be connected through WhatsApp.",agent
1,01:03:10,"Yeah yeah, mostly 635 some cases 625.",agent
1,01:03:13,"Also we we, we generally once you reach around 85th percentile, we ourselves would enroll you in last mile much program that would change the dynamics.",agent
1,01:03:20,So that's what is required for you to go from that 625 to 7 or 5 to 25.,agent
1,01:03:25,"So soon after this call, I'm going to send you a video which is actually going to clear your doubts regarding what is mentor.",agent
1,01:03:31,What does the mentor do for you?,agent
1,01:03:32,You're going to have that clear instructions there.,agent
1,01:03:34,OK so another thing is on GMAT club or somewhere I was reading the one of guy was posted some good reviews about E GMAT that he needed more help because he had very less time to prepare and one of the Co founder had come and taught him.,prospect
1,01:03:54,So does that happen at the E GMAT or what?,prospect
1,01:03:58,"See depending upon multiple scenarios, that's what I was telling one of the Co founder Payal like the way I said, I said none that they would record the session or they would come in directly.",agent
1,01:04:07,So this is something which we don't promise as a part of course.,agent
1,01:04:09,"See when we start something, if you promise then it has to be delivered right?",agent
1,01:04:13,So if you promise it that you know the founders are going to help you and they are going to do that thing may not happen depending upon your situation and your genuinity towards your prep.,agent
1,01:04:23,"Maybe it is not that from day one the student actually had come by, maybe for a particular scenario they would have come.",agent
1,01:04:28,So based on the situation and what makes more sense we would do it for our students.,agent
1,01:04:33,So generally we do that lot of things beyond the scope of what we commit.,agent
1,01:04:38,"We do that, but that is not something which we mentioned in our in the starting discussion itself.",agent
1,01:04:43,"So that, you know, if you set that expectation then you would purchase just for that, right?",agent
1,01:04:47,"You would be purchasing your, making your we would be influencing your purchase decision just based on that.",agent
1,01:04:52,"And if that is not happening, then you would be, you know, disappointed as well.",agent
1,01:04:56,"If maybe a situation arises where we feel that that's not required and we don't do it, but you feel it's required and then you think that I purchased for this and I didn't get it.",agent
1,01:05:05,So we don't want that confusion to happen.,agent
1,01:05:06,"But of course, one thing you can be very assured about this, whatever or to whatever extent we need to go to get to your target score, they would be doing it.",agent
1,01:05:17,"So our goal is if, if you have to go for 4 months and we have to hit that score, whatever extent that we need to go, we, we are going to do that and make you, you know, reach that score.",agent
1,01:05:26,Provided you are also getting that kind of commitments.,agent
1,01:05:29,"We would see right, based on your scores, how, how much time you spend in our platform, even every, every minute you spend in our platform, we are going to see that how many minutes to an extent of how many minutes and how many seconds you are spending our platform, We are going to get that clarity.",agent
1,01:05:42,"So a lot of factors would account for and for us to create a decision or, you know, make a decision in terms of what kind of support to be done.",agent
1,01:05:49,"If you are legitimate, you, you are really see the student and you need some help, of course we will be there.",agent
1,01:05:54,"So, so, so that's, that's the idea.",agent
1,01:05:58,OK.,prospect
1,01:05:59,"Another thing is, so this is about GMAT.",prospect
1,01:06:02,"So yeah, regarding the admission support, do you have anything like that?",prospect
1,01:06:08,Lets say this is GMAT.,prospect
1,01:06:10,"I got some fantastic, fantastic score.",prospect
1,01:06:12,"But after that we have any support for the admission like we would guide, we would guide and help you understand a lot of things.",prospect
1,01:06:19,"Again, see our our platform in itself is a GMAT platform, GMAT prep platform and our focus is strictly towards that.",agent
1,01:06:27,See even even most of the other providers also charge extra for your you know other support and all this things.,agent
1,01:06:34,But we are not into that services yet like we are.,agent
1,01:06:37,"We were we are very clear that our focus is to get people, our students to a particular target score and then get it by.",agent
1,01:06:43,"But couple of things that you can expect is the students who may be your targets school may not be the first school, right?",agent
1,01:06:51,We would have already had students who have already joined there.,agent
1,01:06:53,"Maybe we can give you the not the contact number, but the contact details like LinkedIn and other platforms where you can reach out to them and check with them.",agent
1,01:07:01,So the alums kind of thing.,agent
1,01:07:03,We can you know help you out.,agent
1,01:07:06,So you know all those things would be there towards the end of this.,agent
1,01:07:09,"You know we are pre once you have a score of course we will be helping you in all those terms, but not with their essays not with their application.",agent
1,01:07:15,Technically we will not be sitting with you.,agent
1,01:07:17,"So like the way we commit for GMAT, we don't have anything that we have.",agent
1,01:07:21,"We would commit and do it for your, you know, preparation.",agent
1,01:07:26,You would have to look it on your own.,agent
1,01:07:28,"But of course you whatever queries you have, you know, regarding where to approach, how to do it, how to do this, all these things, you are going to get clear instructions.",agent
1,01:07:37,"Your support is, you know, you can expect a support or guidance, but not a service.",agent
1,01:07:44,"OK, OK, no problem.",prospect
1,01:07:46,Yeah.,prospect
1,01:07:46,OK.,prospect
1,01:07:46,"So maybe the last leg of the question like do you have yeah, referral kind of thing like do you have any insider coupon that can reduce the priced not, not a referral coupon.",prospect
1,01:08:02,"See, see, we generally see most of the cases.",agent
1,01:08:04,I will tell you one thing very honestly 65% of the calls that gets booked majorly are through either either no our students generally the remaining 45 would come from our people seeing our GMAT club reviews and all this things would come to many 45%.,agent
1,01:08:20,"But to be honest, I am telling you more than 50%, around 60%, 55% to 60% of the crowd are coming through either one of our old EEZ math students referring through or the existing students referring through.",agent
1,01:08:33,So we don't have a referral bonus as such.,agent
1,01:08:39,But yeah.,agent
1,01:08:40,So if if there are a couple of peoples who start together in in that case we generally give an extension.,agent
1,01:08:46,So that's what we generally give best maybe a 15 days section from both of the students.,agent
1,01:08:51,"Like if if you if either of you are starting may be one day, 2 day prior difference is also fine.",agent
1,01:08:56,"But if there is a considerable difference in your case Nikita, you still want a time to think over it and come back.",agent
1,01:09:02,So in that case that may not be applicable.,agent
1,01:09:04,"But yeah, generally you know, if if both of the people are planning to purchase together may be in one or 2 days time here and there that that is OK.",agent
1,01:09:13,We would give a 15 days extension worth of $49 you are going to get.,agent
1,01:09:21,"OK, yeah.",prospect
1,01:09:24,So the final price will be one 59159.,agent
1,01:09:27,"If you know after 30 days like the way we discuss, you can pay the difference and you know get 4 months or 6 months.",agent
1,01:09:36,"OK, OK, so I will drop you the mail regarding the same.",agent
1,01:09:39,I have added you in the mail thread.,agent
1,01:09:43,"Yeah, maybe today only I'll make the purchase and we'll start from.",prospect
1,01:09:46,So are you one of the mentors to.,prospect
1,01:09:48,"No, no, I'm.",agent
1,01:09:49,I'm not a mentor.,agent
1,01:09:50,"So I'm just there to give you a very clear idea on what you are purchasing and to give you a whole insight in terms of, you know, clear the queries before you get in.",agent
1,01:09:58,So my role is limited to that.,agent
1,01:10:00,So we have experts out there as mentors who would actually do the job for you.,agent
1,01:10:05,So my role is just to give an idea of what you are getting into.,agent
1,01:10:09,OK.,prospect
1,01:10:09,"And another thing, so before assigning the mentor, do you give us the list of mentors and then we have to select or is just going to be random?",prospect
1,01:10:19,Not random.,agent
1,01:10:20,"See, So what we are going to do is you know, we, you're going to send a mail.",agent
1,01:10:25,I will help you with the format.,agent
1,01:10:26,"You're going to send a mail once you make the purchase from that registered mail ID, you're going to send a mail mentioning about your profile in terms of, you know, you may be a tech, you know, education background.",agent
1,01:10:37,And you can also mention about you starting your prep.,agent
1,01:10:41,"You have not, you know, taken any mock.",agent
1,01:10:43,"So you can mention that and you can also give your, you know, time duration, how many hours in a week you can prepare all these things and your target score, your targets.",agent
1,01:10:51,Cool.,prospect
1,01:10:52,"You can mention all those things and your deadline also, you're gonna mention it and you're gonna request a mentor.",agent
1,01:10:56,"So that's gonna go to that support mail support at the rate it is gmail.com from the support team, that mail would actually go to the, you know, mentors page.",agent
1,01:11:05,So from there whichever mentor suits your profile and has the bandwidth would be registered.,agent
1,01:11:11,"So it is not ran its its based on us deciding you know who would be the best person for you, we would be assigning them.",agent
1,01:11:17,So that is how it happens.,agent
1,01:11:20,"OK, Yeah, yeah.",prospect
1,01:11:23,One last question out of curiosity.,prospect
1,01:11:26,"So now while going through the website, we saw this tall claims that that are over there on E GMAT where you have compared E GMAT with other GMAT platforms, GMAT preparation platforms.",prospect
1,01:11:37,"Yeah, for how, how exactly do you validate these this data, see these to be honest, these data are in public.",agent
1,01:11:45,"If you look at the you know, what exact claims are you looking for that result, right?",agent
1,01:11:51,"The, you know, 3 times the result that you would see all the things, right, right, right.",agent
1,01:11:57,"Yeah, All these data are in public.",agent
1,01:11:59,"All these data are in public in, in GMAT reviews and you know, all the platforms and even that that is one of the examples.",agent
1,01:12:05,"As I said, you can look at all the test providers, their YouTube channels as well.",agent
1,01:12:10,"You know, in terms of every, every, every, you know, you know, the top test providers have this channel and they would post videos as well as on occurrence.",agent
1,01:12:20,"So you just see the number of, you know, outputs or reviews coming by and the results coming by and you yourself would know the difference.",agent
1,01:12:27,"And GMAT Club is not a place where you can do a PR because maybe in Google you can put reviews, you can, you know, do a PR and get your ratings up.",agent
1,01:12:36,"But GMAT Club you can actually get put your reviews and you have to be verified to get that, you know, to public.",agent
1,01:12:44,"So you know, they, they verify based on your score, you should have a valid GMAT score before you put a review.",agent
1,01:12:49,"And you have to send them the proofs that you say, you know, you prepared using this platform, whatever it is, you have to send the proofs and get it validated to make it public.",agent
1,01:12:57,So all those reviews that you see are organic reviews that you'd see there.,agent
1,01:13:01,And those are real feedbacks.,agent
1,01:13:02,And we claim on the on the basis of those feedbacks which is available in public.,agent
1,01:13:08,"So, you know, we generally cannot make false claims said that that is against the you know, law as well.",agent
1,01:13:14,We cannot Simply put anything that we that comes to our mind.,agent
1,01:13:18,"So yeah, so whatever we have mentioned is true to the court.",agent
1,01:13:23,So all the all the reviews that you would see there and then the comparison as well.,agent
1,01:13:28,We are very bold enough to compare all the test providers within our platform itself in terms of their rate success rate.,agent
1,01:13:33,So all this are data which is available in public with which you have competed and created that and what they provide.,agent
1,01:13:38,So we have put some comparisons as well in terms of the top provider.,agent
1,01:13:41,So you can you can check with those as well.,agent
1,01:13:45,So all those are based on legit date like it is not just a gimmick or something which we created out of there.,agent
1,01:13:50,Fair enough.,prospect
1,01:13:54,"Yeah, yeah, OK.",prospect
1,01:13:55,That is it from my side as well.,prospect
1,01:14:01,Yes.,unknown
1,01:14:04,Thank you so much Amrut.,prospect
1,01:14:05,"Yes, yes, yes.",agent
1,01:14:07,So let me know I will drop you the mail in some time and then I will make a purchase and I will send you those copy as well.,prospect
1,01:14:17,"Sure Sir, you can do that.",agent
1,01:14:18,"And Nikita, just to have an idea, when are you planning to start?",agent
1,01:14:24,Any idea?,agent
1,01:14:25,"Will it be this month, next month or you want to take a time and then decide she just graduate?",agent
1,01:14:31,"Yeah, sorry.",prospect
1,01:14:33,"So she's just graduate, so she's got some time.",prospect
1,01:14:38,OK.,agent
1,01:14:39,OK.,agent
1,01:14:40,"So yeah, so so this is it.",agent
1,01:14:44,"So you can, and I wish you can give a number to Nikita, give my number to Nikita.",agent
1,01:14:50,"So if whenever you decide on the course or something, reach out to me so we can work on the best price.",agent
1,01:14:57,"Then if some discounts are running at that point of time, we can discuss on that at that, that level.",agent
1,01:15:02,"And by the way, you can also get a direct, you know, review from  itself in terms of how the course and prep went.",agent
1,01:15:08,"If you are planning to take it later, you can get a very close feedback as well.",agent
1,01:15:12,So you can decide on that.,agent
1,01:15:15,"Yes, yes, thank you Amrit.",prospect
1,01:15:17,"Alright, see you, see you guys.",agent
1,01:15:19,Bye bye.,agent
1,01:15:21,Have a good day.,prospect
1,01:15:21,Bye.,prospect
1,01:15:21,Bye.,prospect
1,01:15:22,"Yeah, same to you.",agent
1,01:15:23,Bye.,agent
22,00:05,Hello.,unknown
22,00:06,Hello.,unknown
22,00:08,"Hey, .",agent
22,00:11,Yeah.,prospect
22,00:11,Hi.,prospect
22,00:12,Good evening.,agent
22,00:13,"Yeah, hi.",prospect
22,00:14,Good evening.,agent
22,00:14,How are you doing?,agent
22,00:16,I am good.,agent
22,00:16,How are you?,agent
22,00:19,"Bit sick, but yeah, thanks to you.",prospect
22,00:22,Yeah.,agent
22,00:23,"So , you know I saw your message.",agent
22,00:27,"So you are planning to take in 3 to 4 months, right?",agent
22,00:32,Ji Mad.,prospect
22,00:32,"So OK, so let me tell you I am planning to go for an executive MBA that is a full time MBA that is in I am Ahmedabad OK.",prospect
22,00:42,And for that I read that requirements it was mentioned that it was only accepting the GMAT that you have given on the at the test center OK OK.,prospect
22,00:54,And my target for giving that GMAT is within 34 months.,prospect
22,01:00,"OK, understood.",agent
22,01:04,So for this call is majorly for you to understand or for you to ask queries regarding the e GMAT platform and how it is or you know any questions related to a GMAT feel free to open.,agent
22,01:16,We don't go by the agenda or a presentation mode.,agent
22,01:19,"It is just that we do it candidate the candidate wave based on whatever you would like to ask and yeah, we can do that.",agent
22,01:25,How did you hear about us anyway?,agent
22,01:27,"Yeah, I search on the GMAT classes and E GMAT what is the name coming up?",prospect
22,01:33,"So I tried OK, so OK, so you got it from YouTube, is it?",agent
22,01:41,"No, no, I saw it on Google GMAT, GMAT lashes so and your g your company name came up.",prospect
22,01:48,Yeah.,agent
22,01:50,"So OK, So what are your questions?",agent
22,01:52,So this session you have booked for clearing your queries.,agent
22,01:56,So what are your questions?,agent
22,01:58,I told you my requirements and so then how you can help me out for regarding the thing.,prospect
22,02:05,Yeah.,agent
22,02:05,"See, you know, your target should be somewhere around, you know, 665 to 675.",agent
22,02:13,"You know, the Classic edition.",agent
22,02:14,Earlier we had something called Classic Edition.,agent
22,02:16,"Classic Edition was a test which has stopped from to the 22,023.",agent
22,02:20,"But if you just Google the score requirement, you would see 700 plus.",agent
22,02:24,But 700 plus is a remark of Classic Edition.,agent
22,02:27,Now the test has changed.,agent
22,02:29,Focus Edition is a bit more tougher so 645 in focus is equal into 700 earlier.,agent
22,02:34,So in your case you have to look for A665675 which is around 95th percentile is what you need to chase for.,agent
22,02:43,"I am Ahmedabad executive MBA Yeah yeah to if you have to maximise your chances, the save score, you can still get through with the 6645 also, but to higher your chances and especially because you have 3 to 4 months of time, 675 would be a great, you know, score to actually apply with.",agent
22,03:07,"OK, so how is your syllabus and training and all Yeah.",prospect
22,03:12,So you have a very defined syllabus for GMAT.,agent
22,03:16,If you if you look at let me just share my screen.,agent
22,03:25,"If you just see we have verbal quants and data insights, 3 sections, 45 minutes each.",agent
22,03:32,"Verbal has 23 questions, Quant has 21 questions and data insights has 20 questions.",agent
22,03:37,So that is how the structure is for 45 minutes each.,agent
22,03:39,And within verbal you have mainly 2 sections.,agent
22,03:42,That is critical distance and reading comprehension.,agent
22,03:44,These are the 2 sections that you want to find in verbal.,agent
22,03:47,"And in our case, we cover from the fundamentals.",agent
22,03:51,That is why you see master comprehensive.,agent
22,03:52,"It is going to help you cover from the fundamental so that yeah, you do not need a brush up before you take the course because we only do your brush up in terms of your you know you don't have to actually waste your time doing brush up before during the course because we come from the fundamentals in coins.",agent
22,04:08,Also we have arithmetic in the algebra.,agent
22,04:10,"Arithmetic is divided into number of properties, word problems and advanced topics and algebra is there.",agent
22,04:17,Then we start with quant basics here also.,agent
22,04:20,"So all are interactive video lessons that you are going to go through with each, you know, lessons you are going to have a quiz towards and to understand how much have you actually absorbed.",agent
22,04:30,"For example, if we teach you say 1 + 7 is 8, we would ask you 3 + 9.",agent
22,04:36,"So you know you should know how to apply their learnings rather than just you know, doing the same question.",agent
22,04:42,So the quiz is like an application based model which will understand or give you an idea how much have you actually absorbed.,agent
22,04:50,"So free material also in your website, GEG math, some courses and tutorial correct free country.",prospect
22,04:56,You have a free trial randomly taken couple of files from essential quant.,agent
22,05:03,So that is just for you to understand how we teach you.,agent
22,05:06,"You just have to just checkout those videos, which should clearly indicate you that how, how how do we teach?",agent
22,05:11,"If you are comfortable with it, you can actually go for the purchase of the course.",agent
22,05:16,that's how it is.,prospect
22,05:16,So there is no live classes.,prospect
22,05:21,"We can go for live classes, but we what we recommend is first start with see life classes can be anytime be an add on like $49 can be an add on for any of the month and choose life class.",agent
22,05:35,"No need to purchase from the beginning, but you can always go for life plus, you know self face course.",agent
22,05:42,"So if you would want to go for that, that would be it.",agent
22,05:46,So life plus self face course is what we have.,agent
22,05:49,"But if you say to be honest, this classes itself is enough because if you are working professional, maybe you might not find the I mean.",agent
22,05:59,So it will be batch wise session.,prospect
22,06:01,It will not be one on one.,prospect
22,06:02,It will not be batch wise.,agent
22,06:04,It will be a batch wise session which might happen in a Standard Time.,agent
22,06:08,"So if you are not able to attend it evening mostly, it will be mostly evening 8:00 or 830.",agent
22,06:13,It is when the so yeah.,agent
22,06:19,So that that is when it is.,agent
22,06:21,"And even with the self based course also for students, we give some free webinars also you see here ace reading conversation and MSR on GMAT, ace arithmetic.",agent
22,06:31,"So when see you say 9:30 PM, you know PS T that is 11:00 AM IST on Sunday, Saturday it is 11:00 AM.",agent
22,06:40,"So Saturday, Sunday in the morning sessions.",agent
22,06:43,So that's how that's how it is going to be.,agent
22,06:48,"So free, free sessions.",agent
22,06:49,I am talking about the free sessions.,agent
22,06:50,"Even if you are selfish course without life, still you can have some webinars and all this instead.",agent
22,06:55,But a live course would be where we would be taking topic wise a new batch shots every alternate Saturdays.,agent
22,07:02,So you don't necessarily have to you know.,agent
22,07:06,So every every session we make sure that we are not keeping continuity.,agent
22,07:10,"We finish a particular, take a topic particularly we finish and then go to the next.",agent
22,07:14,So you don't have to worry that OK this session I didn't attempt the next session.,agent
22,07:18,I should you know watch it you can attend and then watch it later.,agent
22,07:22,Also because it will be different topics for different days.,agent
22,07:26,What is the duration for that?,prospect
22,07:30,For which one live class?,agent
22,07:35,Live class would be around 2 hours of session is what you would be having top big wise.,agent
22,07:40,So generally life classes are recommended for students who already have an understanding so that the questions discussed would be a high level questions.,agent
22,07:47,So suppose initially you are just starting and you are not aware of the concepts you attend live class you would feel left out.,agent
22,07:54,So that is why I was suggesting you to not go in the initial month itself may be from the second month or 3rd month you can pay $49 and then at it.,agent
22,08:03,So by that you would have complete you know completed significant amount of portion.,agent
22,08:07,"So when you attend it, it is going to be productive for you.",agent
22,08:11,In live classes they don't teach concepts they directly go to the question solving questions questions already.,agent
22,08:17,Because live classes are designed for students who want to solve hard questions with the tutor.,agent
22,08:22,So in live class you have to.,agent
22,08:24,So for students maybe if who is already at a you know 5556 not 5 kind of score would generally purchase from day one itself.,agent
22,08:32,But in your case if you are just starting by I think eventually you will regret.,agent
22,08:37,So I don't want you to regret so that's why I am just telling you.,agent
22,08:40,You can purchase up to 2 months where you cover signature promotion.,agent
22,08:45,What?,prospect
22,08:46,"OK so you are telling me to go for self age course, recorded course?",prospect
22,08:52,Yes go for self age course and then switch to live classes.,agent
22,08:55,If you have the bandwidth you have to switch to live classes to solve hard level questions along with your tutor you can clear your doubts and all these things live classes.,agent
22,09:04,So we can look into it and what about the mock test?,prospect
22,09:11,You will have 5 full length adaptive mock test with the course.,agent
22,09:15,"So you will have 90 plus sectional mocks for verbal separate, coin separate and DA separate.",agent
22,09:21,Then you will have subsectional mocks and custom quizzes as well.,agent
22,09:24,Let me show you.,agent
22,09:28,"So if you look at say verbal verbal incept you have cementing quizzes, which is subsectional mocks around 9030 each for verbal content DA and then sectional mocks, then custom quizzes to do targeted learning.",agent
22,09:40,Shall I send you 17 minute video which is very important regarding the mental support.,agent
22,09:45,So I will I will talk about the mental support.,agent
22,09:46,You will have some questions also very mental support.,agent
22,09:49,But I would suggest you to watch the 7 minute video pause here and watch the 7 minute video.,agent
22,09:54,Can you do that?,agent
22,09:54,I will just sending you the link so that I I want to address your questions in this call itself.,agent
22,10:02,"So I will I will send you, you get pause watch that 7 minute video and then we will join back and discuss.",agent
22,10:09,"You can play it here only No, on your screen.",prospect
22,10:10,So it is OK.,agent
22,10:11,You cannot hear.,agent
22,10:12,You cannot hear you.,agent
22,10:14,You not get the audio.,agent
22,10:16,That is the trouble.,agent
22,10:18,"OK, OK Theek.",prospect
22,10:19,Yeah yeah.,prospect
22,10:27,You are sending me the chat box.,prospect
22,10:30,You want in chat box.,agent
22,10:31,I can send in chat box.,agent
22,10:32,I sent in WhatsApp chat box should be great.,agent
22,10:35,"Yeah, I will send it to you in chat box.",agent
22,10:45,Got it.,prospect
22,10:47,Yeah.,prospect
22,10:47,So I will just mute my just 7 minute.,prospect
22,10:50,"Yeah, it is a 7 minute video.",agent
22,10:52,You can mute yourself and once it is done I will be here.,agent
22,10:55,Only you can let me know.,agent
22,10:57,"OK, Yeah.",prospect
22,17:08,"Hello, yeah yeah I saw this with you.",prospect
22,17:13,So let me do one thing.,prospect
22,17:16,The amount that I will be going to pay that will include the mentor and that is also image of application mentor not a live phone one on one call.,prospect
22,17:25,So mentorship happens in 2 phases.,agent
22,17:27,Initially you would have this mentorship in chat and mail you this.,agent
22,17:31,You see this chat window right?,agent
22,17:32,"Like the old Facebook Messenger, wherever you have doubt you are, ping them, they are going to get a pop up.",agent
22,17:37,"The response you are going to get a pop up if in case even if you are not in the platform, you are going to get a mail as well a notification so that you would be aware that OK, your mentor has responded.",agent
22,17:46,That is one thing that is still you reach a score of 625.,agent
22,17:51,"So once you are at 6:25, you would be enrolled in a program called last mile push program LMP program that also is inclusive within the course you are not going to be charged.",agent
22,18:01,"So what happens in Last mile Push program is see the purpose of Last Mile Push program is if I consider 2 person person A and person B, person A with a score of 625 which is around 8 5th percentile and person B with the score of you know 735 which is 100 percentile.",agent
22,18:18,"If I give them a test GMAT test and instead of 2 and half hours if I give them say 4 hours of time, surprisingly what you would say is both of them would have almost the same score.",agent
22,18:27,"So the idea is once you reach a 625, there is nothing much at a conceptual level that you have to sit and watch or learn.",agent
22,18:34,What you need is a fine tuning in your technique and time management.,agent
22,18:39,And that cannot happen via chat because it becomes too complicated to explain things in chat.,agent
22,18:44,"So in the last mail push program, you would be getting the OR connected with the mentor and teams call where they would come in and they would, you know, share their screen, show you the stats based on how you performed here.",agent
22,18:55,We collect a lot of data.,agent
22,18:56,"This business that you see, it's not just accuracy.",agent
22,18:59,"We collect your average correct time, incorrect time, the pressure plots and all these things and then accordingly we give you suggestions in terms of fine tuning and improvement of time.",agent
22,19:09,So that is what your mental doing and that will be a one on one live session that will be having with the mentor free of cost.,agent
22,19:16,So the program is called the last mail Bush even you would be involved in.,agent
22,19:20,"So in just to give you a clarity, all the students who you see here in our platform TGMAT in U2, all the students got 685695685 655675 all the students have part of last meal question program that is a default part of our course.",agent
22,19:37,And that is one of the reasons why we have this huge success.,agent
22,19:40,You just have to see one thing all prep providers would have their own I mean YouTube channels.,agent
22,19:46,"So just check how many verified reviews or you know verified videos are coming from their end and you will be surprised to see that we have 3 extra time of success rates, you know, published and.",agent
22,20:00,"With a score of 675 plus, so you know, just just to give you that testimony and all these videos are not just in a 2 minute video messaging that hey, I learned from here.",agent
22,20:11,That is why I was able to succeed.,agent
22,20:12,No Sir.,agent
22,20:14,"Strategic discussion videos are of 40 minutes, 30 minutes, all the things where they would discuss their journey, which eventually even if you are not plan purchasing our course, you want to do a cell study.",agent
22,20:25,These videos could be helpful if you are travelling or something just listen to this listen to this videos would be really helpful for you to understand and come over some of the you know aspects.,agent
22,20:34,"Of course each students journey would be different, but the core of it would be the same.",agent
22,20:40,So they have and means every student here has embedded your course correct?,prospect
22,20:46,"Yeah, every student is part of you know has studied in our course and you know all the students are part of the normal mentorship program as well as once 625 from 625.",agent
22,20:55,All the scores here are 625 plus studied at least 645655 is what you going to see.,agent
22,21:01,You don't even see 635 here.,agent
22,21:03,So everybody is part of the last value push program and everybody was our student.,agent
22,21:06,"So and we we cannot randomly post someone you know account right And if you look at GMAT club, GMAT club is a place where you find the largest community of GMAT.",agent
22,21:17,You know aspirants across the globe.,agent
22,21:20,If we just go there and check the number of reviews you would see we have towards the times number of reviews with a score of 4.8.,agent
22,21:26,"So the reason is because, you know, so we cannot simply go and nobody can do a PR work there.",agent
22,21:34,"Nobody can go there and just, you know, give a review, posture review.",agent
22,21:39,"You have to show your actual score, you have submit your actual report and you also have to show that you studied in this place.",agent
22,21:45,You actually give a review.,agent
22,21:47,So all all are verified reviews.,agent
22,21:49,"And that is why you would see only around, you know, 2000, 3000 kind of reviews because it is a tedious process and only the people who are really interested would do that.",agent
22,21:57,"And yeah, so you'd see compared to the top test providers, what what's the difference you would see, will I not get the mba.com test mock test that is available paid test including this course?",prospect
22,22:11,"No, we have a dedicated test.",agent
22,22:12,"No, we have spent millions of dollars in R&D to create a finding the fine tune test, which is replica of your action agreement.",agent
