transcript_id,month,conversion_likelihood,reasoning,emotions_detected,location,education,organization,date,agent_emotions_with_score,agent_duration,agent_keywords,prospect_emotions_with_score,prospect_duration,prospect_keywords,start_end_time,agent_vs_prospect_num
82_20250205,Feb,0.7,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent catered to the prospect needs with clarity during product explanation","approval,optimism,realization,gratitude,optimism,optimism",India,No Info,"GMAT, GMAC","26, the end of 25","Introduction: admiration - 0.6, approval - 0.48, curiosity - 0.79
Prospect’s performance: approval - 0.99
Agent drawing up plan: neutral - 0.93
Explaining product: admiration - 0.99, approval - 0.78, optimism - 0.77
Price discussion: admiration - 0.47, optimism - 0.31, neutral - 0.87
Q&A: neutral - 1.0
Wrap: gratitude - 1.0","Introduction: 24
Prospect’s performance: 95
Agent drawing up plan: 144
Explaining product: 238
Price discussion: 66
Q&A: 62
Wrap: 23","Introduction: bit, started, target, start, stuff, schools, happening, preparation
Prospect’s performance: verbal, good, mock test, score, GMAT, time, higher, percentile
Agent drawing up plan: score, verbal, percentile, critical reasoning, weeks, preparation, quant, critical
Explaining product: critical reasoning, good, quizzes, critical, score, reasoning, quiz, difficulty level
Price discussion: question, GMAT, time, skills, problem solving, thing, hours, months
Q&A: Yeah, things, percentile, good, quant, idea, time, fix
Wrap: Yeah, helpful, drag, follow, point in dragging, dragging your preparations, preparations of comparative, comparative exams","Introduction: approval - 0.72, realization - 0.57, neutral - 0.46
Prospect’s performance: admiration - 0.94, approval - 0.53, optimism - 0.5
Agent drawing up plan: neutral - 1.0
Explaining product: approval - 0.99
Price discussion: approval - 0.77, curiosity - 0.55
Q&A: approval - 0.88, optimism - 0.41, realization - 0.38
Wrap: gratitude - 1.0","Introduction: 12
Prospect’s performance: 15
Agent drawing up plan: 2
Explaining product: 17
Price discussion: 7
Q&A: 11
Wrap: 14","Introduction: GMAC prep, YouTube videos, Yeah, GMAC, proper prep, prep, lot of options, month
Prospect’s performance: yeah, March, good, hours, complete, week, good day, days
Agent drawing up plan: weekly basis randomly, weekly basis, basis randomly, specific case, hours, weekly, basis, Yeah
Explaining product: days, things, Yeah, put, hour, bit, basics, conclusion is conceptual
Price discussion: makes sense, makes, sense, mock test, test and yeah, stand correctly, decision based, benchmark level
Q&A: makes sense, June, plan, makes, sense, months, month, basic gist
Wrap: Yeah, Bye, WhatsApp, number, send, recording, points, basics","Introduction: 00:00:02 - 00:02:32
Prospect’s performance: 00:02:36 - 00:09:48
Agent drawing up plan: 00:09:53 - 00:19:45
Explaining product: 00:19:50 - 00:36:30
Price discussion: 00:36:38 - 00:42:39
Q&A: 00:42:44 - 00:47:11
Wrap: 00:47:15 - 00:48:17","Introduction: 2
Prospect’s performance: 6
Agent drawing up plan: 72
Explaining product: 14
Price discussion: 9
Q&A: 5
Wrap: 1"
83_20250205,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end","approval,realization,gratitude,admiration,optimism",No Info,No Info,"CAT, Lucknow Pradesh",the 8th of December,"Introduction: admiration - 0.99
Prospect’s performance: confusion - 0.54, realization - 0.84
Agent drawing up plan: curiosity - 0.5, neutral - 0.86
Explaining product: curiosity - 0.48, neutral - 0.94
Price discussion: curiosity - 0.82
Q&A: approval - 0.92
Wrap: admiration - 0.37, approval - 0.36, caring - 0.57, curiosity - 0.39, optimism - 0.79","Introduction: 19
Prospect’s performance: 57
Agent drawing up plan: 109
Explaining product: 192
Price discussion: 51
Q&A: 54
Wrap: 27","Introduction: hear, check, Plucker, check mine, audio, mine, Hey, fine
Prospect’s performance: ISB applications deadline, December was ISB, ISB applications, applications deadline, focus edition, focus edition mark, edition, December
Agent drawing up plan: normal WhatsApp call, hours, question, difficulty level, CAT, level, questions, GMAT
Explaining product: GMAC Club, mentor, question, verbal, quiz, questions, GMAC, Club
Price discussion: mock for verbal, improved on verbal, verbal, good, quant, steps, Yeah, areas
Q&A: months, time, data, good, yeah, full time, accuracy, score
Wrap: months, months flat deal, deal, months flat, day, mark, Saturday, free mark","Introduction: admiration - 0.35, approval - 0.99
Prospect’s performance: approval - 0.51, curiosity - 0.87
Agent drawing up plan: approval - 0.95, curiosity - 0.5
Explaining product: approval - 0.71, realization - 0.82
Price discussion: neutral - 0.98
Q&A: approval - 0.39, realization - 0.85, neutral - 0.58
Wrap: gratitude - 0.99","Introduction: 10
Prospect’s performance: 30
Agent drawing up plan: 8
Explaining product: 12
Price discussion: 7
Q&A: 4
Wrap: 3","Introduction: Lucknow Pradesh, audible, CAT, CAT happened, Pradesh, happened, CAT preparation, Lucknow
Prospect’s performance: November, safe side, give, safe, side, Yeah, minute, score
Agent drawing up plan: difficulty level, GMAT is completely, level, Give, minute, GMAC now compared, difficulty, GMAT
Explaining product: spend, hours, day, verbal, person, verbal sections, Absolutely, critical reading skills
Price discussion: Max Space Engine, Max Space, Space Engine, hours, Engine which saved, improve, Janta, Max
Q&A: Yeah, months, blue, subscription MATLAB, MATLAB, time, months subscription MATLAB, happened
Wrap: Saturday, Alright, talk, parents, connect","Introduction: 00:00:07 - 00:04:04
Prospect’s performance: 00:04:07 - 00:10:59
Agent drawing up plan: 00:11:02 - 00:19:38
Explaining product: 00:19:42 - 00:37:26
Price discussion: 00:37:28 - 00:41:58
Q&A: 00:42:02 - 00:48:46
Wrap: 00:49:19 - 00:52:21","Introduction: 1
Prospect’s performance: 1
Agent drawing up plan: 13
Explaining product: 16
Price discussion: 7
Q&A: 13
Wrap: 9"
84_20250206,Feb,0.7,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent catered to the prospect needs with clarity during product explanation","realization,approval,optimism,optimism,realization,optimism",India,No Info,"EG Mat, EG",August 13th,"Introduction: approval - 0.67, curiosity - 0.94, optimism - 0.33
Prospect’s performance: approval - 0.8, neutral - 0.86
Agent drawing up plan: neutral - 0.99
Explaining product: optimism - 0.99, realization - 0.3
Price discussion: approval - 0.47, optimism - 0.75, neutral - 0.78
Q&A: neutral - 0.99
Wrap: neutral - 0.98","Introduction: 38
Prospect’s performance: 140
Agent drawing up plan: 183
Explaining product: 353
Price discussion: 98
Q&A: 77
Wrap: 39","Introduction: GMAT, score, GMAT preparation, mock, mock test, good score, start, GMAT scores
Prospect’s performance: score, Yeah, quant, questions, percentile, verbal, starting, bit
Agent drawing up plan: percentile, verbal, score, data, data insights, quant, questions, bit
Explaining product: critical reasoning, critical, reasoning, score, verbal, quiz, good, quizzes
Price discussion: score, quant, sectional mock tests, mock tests, mock, sectional mock, tests, quiz
Q&A: questions, percentile, question, additional B school, score, hard, school, Indian colleges
Wrap: learning material, book, practice, hours, point, time, learning, quant","Introduction: disappointment - 0.5
Prospect’s performance: approval - 0.57, optimism - 0.89
Agent drawing up plan: confusion - 0.49, curiosity - 0.97, optimism - 0.33
Explaining product: approval - 1.0
Price discussion: approval - 1.0
Q&A: confusion - 0.99, realization - 0.32
Wrap: admiration - 0.81, approval - 0.42, curiosity - 0.45, optimism - 0.78","Introduction: 14
Prospect’s performance: 16
Agent drawing up plan: 25
Explaining product: 12
Price discussion: 6
Q&A: 27
Wrap: 14","Introduction: programs in India, India only times, executive programs, school programs, Final goal, goal I targeting, targeting for executive, July start
Prospect’s performance: e-mail, log, account, screen this e-mail, weak areas, Yeah, good, weak
Agent drawing up plan: Yeah, year MBA, hours, question types, year, schools, MBA, planned
Explaining product: live sessions, entertainment, live, sessions, session, months program, months, two-month plan
Price discussion: Yeah, schools, send those scores, scores directly, time, send, scores, directly
Q&A: questions, questions correct, correct, yeah, 11-12 questions correct, question, revise, confident
Wrap: hard copies, properly printed, correct, Amazon, copies, properly, ebooksfrom.com, hard","Introduction: 00:00:02 - 00:04:06
Prospect’s performance: 00:04:09 - 00:15:52
Agent drawing up plan: 00:15:56 - 00:30:56
Explaining product: 00:30:59 - 00:55:01
Price discussion: 00:55:03 - 01:02:26
Q&A: 01:02:31 - 01:10:12
Wrap: 01:10:20 - 01:13:51","Introduction: 2
Prospect’s performance: 8
Agent drawing up plan: 7
Explaining product: 29
Price discussion: 16
Q&A: 2
Wrap: 2"
85_20250206,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent catered to the prospect needs with clarity during product explanation","gratitude,gratitude,optimism",Mumbai,No Info,Thane Mulund,No Info,"Introduction: curiosity - 0.99
Prospect’s performance: admiration - 0.78, approval - 0.97, curiosity - 0.31
Agent drawing up plan: curiosity - 0.91, neutral - 0.69
Explaining product: curiosity - 0.91, neutral - 0.33
Price discussion: approval - 0.35, curiosity - 0.82, optimism - 0.84, neutral - 0.45
Q&A: curiosity - 0.76, gratitude - 0.37, neutral - 0.4
Wrap: caring - 0.44, curiosity - 0.35, gratitude - 0.95","Introduction: 17
Prospect’s performance: 64
Agent drawing up plan: 112
Explaining product: 180
Price discussion: 56
Q&A: 44
Wrap: 18","Introduction: Yeah, hear, Fine, Mumbai, part, Shuba, lot of Mumbai, Wait
Prospect’s performance: GMAT, good, ISV Hyderabad, Yeah, California, days, colleges, aiming
Agent drawing up plan: GMAT, score, mock, start, GMAT preparation, day, preparation, June onwards
Explaining product: months, mentor, month, discount, give, mentors, person, month subscription
Price discussion: grade, success stories, week on YouTube, stories every week, score, median, Sundra, application
Q&A: people, working professional, score, working, ACA, people score, Pandradhin Pele Pandradhin, professional
Wrap: worries, login, fine, user, Miracle user, Bye, button to proceed, registered Miracle","Introduction: admiration - 0.97, approval - 0.96
Prospect’s performance: realization - 0.92, neutral - 0.58
Agent drawing up plan: approval - 0.42, confusion - 0.82
Explaining product: curiosity - 0.91, optimism - 0.75
Price discussion: optimism - 0.4, neutral - 0.8
Q&A: gratitude - 0.98
Wrap: gratitude - 1.0","Introduction: 13
Prospect’s performance: 30
Agent drawing up plan: 13
Explaining product: 39
Price discussion: 7
Q&A: 19
Wrap: 13","Introduction: Dhruv, Shuba, Mumbai, nice, Thane Mulund, Thane, Mulund, great
Prospect’s performance: thinking, job, job perspective, thinking to pursue, GMAT, thought, maths, lot
Agent drawing up plan: good consultants, Yeah, consultants, good, spend, dole, understand, hour
Explaining product: attend recorded session, attend recorded, recorded session, fine, approx, Yeah, time, years
Price discussion: weeks, give mock tests, call, give mock, give, link, mock tests, Correct
Q&A: French, Yeah, ACA from Deloitte, Hamne help Kiti, job, California unkarame Shreyas, Shreyas, Deloitte uncle
Wrap: chat bot option, Kitney Salus CEO, mail ID space, space TJ page, chat bot, bot option, Salus CEO, Kitney Salus","Introduction: 00:00:10 - 00:00:57
Prospect’s performance: 00:01:01 - 00:08:12
Agent drawing up plan: 00:08:14 - 00:20:09
Explaining product: 00:20:21 - 00:40:48
Price discussion: 00:40:50 - 00:46:37
Q&A: 00:46:43 - 00:54:23
Wrap: 00:54:26 - 00:57:23","Introduction: 1
Prospect’s performance: 2
Agent drawing up plan: 8
Explaining product: 4
Price discussion: 8
Q&A: 2
Wrap: 1"
86_20250207,Feb,0.7,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","approval,gratitude,admiration,optimism,admiration,optimism,optimism",No Info,No Info,"GMAT, AG","a few about 5 days ago, the end of April or 22nd of April","Introduction: curiosity - 0.98, remorse - 0.4
Prospect’s performance: approval - 0.48, curiosity - 0.93
Agent drawing up plan: curiosity - 0.39, neutral - 0.96
Explaining product: admiration - 0.68, neutral - 0.97
Price discussion: admiration - 1.0, optimism - 0.74
Q&A: admiration - 0.86, approval - 0.63, optimism - 0.83
Wrap: admiration - 0.87, caring - 0.88, optimism - 0.36","Introduction: 13
Prospect’s performance: 52
Agent drawing up plan: 76
Explaining product: 142
Price discussion: 40
Q&A: 28
Wrap: 12","Introduction: Good, preparation, time GMAT, bit, GMAT, reviews on Reddit, Reddit, started
Prospect’s performance: double checked, hours, months, preparation, time, Understood, mock, bit
Agent drawing up plan: verbal, Yeah, study, study plan, hours, start the preparation, preparation, test
Explaining product: month, quant, bit, score, quiz, Yeah, good, grade
Price discussion: algebra, GMAT, good, difficulty, Hundred, score, Hundred hundred, difficulty level
Q&A: standard multiple times, time by paying, months, dollars, extend, multiple times, paying, month extension standard
Wrap: hometown is Hyderabad, Hyderabad, hometown, care, Yeah, Awesome, started","Introduction: neutral - 0.99
Prospect’s performance: optimism - 0.62, realization - 0.9
Agent drawing up plan: approval - 0.44, confusion - 0.51, optimism - 0.83, realization - 0.39
Explaining product: admiration - 0.34, confusion - 0.99
Price discussion: neutral - 0.87
Q&A: admiration - 0.58, approval - 0.86
Wrap: admiration - 0.39, gratitude - 1.0","Introduction: 10
Prospect’s performance: 16
Agent drawing up plan: 15
Explaining product: 17
Price discussion: 6
Q&A: 18
Wrap: 10","Introduction: GMAT plans, days ago, onboarding call, April, GMAT, online programs, end of April, days
Prospect’s performance: Yeah, Gmail, exam, applying, MBA, year, hours every day, day
Agent drawing up plan: Yeah, quick question, question, quick, give, insights, attempt, data
Explaining product: entire month, month got wiped, putting five hours, hours additional, additional per week, week and entire, wiped, Entire one month
Price discussion: China and Chinese, university in China, Chinese just love, love exams, score, short, GMAP, China
Q&A: Yeah, cool, correct, Delhi, months, China, Hyderabad, month
Wrap: cool, Delhi, Bye, Nice, Yeah, day, good, good day","Introduction: 00:00:02 - 00:01:25
Prospect’s performance: 00:01:26 - 00:05:47
Agent drawing up plan: 00:05:50 - 00:11:24
Explaining product: 00:11:29 - 00:22:36
Price discussion: 00:22:39 - 00:25:56
Q&A: 00:26:10 - 00:27:56
Wrap: 00:27:56 - 00:28:15","Introduction: 1
Prospect’s performance: 3
Agent drawing up plan: 5
Explaining product: 8
Price discussion: 6
Q&A: 1
Wrap: 1"
87_20250207,Feb,0.3,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion","approval,approval,gratitude,optimism",No Info,No Info,No Info,45 days,"Introduction: admiration - 0.99, curiosity - 0.56, excitement - 0.58, gratitude - 0.97
Prospect’s performance: caring - 0.7, curiosity - 0.61
Agent drawing up plan: approval - 0.4, neutral - 0.81
Explaining product: caring - 0.63, neutral - 0.94
Price discussion: neutral - 1.0
Q&A: neutral - 1.0
Wrap: approval - 0.56, caring - 0.98","Introduction: 13
Prospect’s performance: 54
Agent drawing up plan: 68
Explaining product: 113
Price discussion: 35
Q&A: 34
Wrap: 12","Introduction: good, Hey, Awesome, call, mock, GMAT, today call, mocks
Prospect’s performance: official free practice, round, score, free practice test, London Business School, official free, free practice, videos
Agent drawing up plan: yeah, start, program, mentor, data, today, questions, months program
Explaining product: score, time, Yeah, days, scenario, high, month, kind
Price discussion: beat bubble beat, beat quant beat, beat data insets, bubble beat quant, quant beat data, data insets, question, beat bubble
Q&A: questions, bit easier, time, life classes, solving questions, cat, classes, months
Wrap: Saturday, Sunday, Yeah, mental assignment, account, mental, alternate account, assignment","Introduction: admiration - 0.97, realization - 0.74
Prospect’s performance: confusion - 0.99
Agent drawing up plan: curiosity - 0.97, optimism - 0.35
Explaining product: curiosity - 1.0
Price discussion: realization - 0.94
Q&A: approval - 0.79, confusion - 0.86
Wrap: approval - 0.83, gratitude - 0.99, optimism - 0.78","Introduction: 8
Prospect’s performance: 9
Agent drawing up plan: 16
Explaining product: 32
Price discussion: 7
Q&A: 8
Wrap: 8","Introduction: Amruth, questions, kind of questions, kind, mock, understand what kind, middle, checking what kind
Prospect’s performance: Saturday to understand, end attempt, planning to give, ground planning, London Business School, planning, end to end, end
Agent drawing up plan: Yeah, video yesterday, video, yesterday, Monday, start, leveraged TG Mart, section
Explaining product: hypothetical situation, Yeah, September, month, lower percentage, score, GMAT, situation
Price discussion: common admission test, test last year, common admission, admission test, year, attempted another exam, months preparing, reason
Q&A: GMAT mock, giving the GMAT, GMAT, questions, giving, mock, yeah, sample questions
Wrap: planning to start, yeah, started by Monday, tomorrow, Monday, start, today or tomorrow, planning","Introduction: 00:00:34 - 00:02:09
Prospect’s performance: 00:02:13 - 00:08:20
Agent drawing up plan: 00:08:22 - 00:22:43
Explaining product: 00:22:52 - 00:38:29
Price discussion: 00:38:33 - 00:42:00
Q&A: 00:42:02 - 00:45:17
Wrap: 00:45:17 - 00:46:10","Introduction: 1
Prospect’s performance: 6
Agent drawing up plan: 4
Explaining product: 3
Price discussion: 5
Q&A: 4
Wrap: 1"
88_20250207,Feb,0.4,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion",gratitude,No Info,No Info,No Info,No Info,"Introduction: approval - 0.67, neutral - 0.36
Prospect’s performance: approval - 0.67, realization - 0.33, neutral - 0.43
Agent drawing up plan: neutral - 0.99
Explaining product: neutral - 0.99
Price discussion: admiration - 0.58, approval - 0.73
Q&A: caring - 0.74, neutral - 0.76
Wrap: caring - 0.98","Introduction: 3
Prospect’s performance: 20
Agent drawing up plan: 33
Explaining product: 65
Price discussion: 17
Q&A: 18
Wrap: 9","Introduction: pushing since couple, couple of days, days so finally, finally happened, hey, call, pushing, couple
Prospect’s performance: round, September, deadline, Singapore, couple of months, application, schools, Yeah
Agent drawing up plan: time, June, month, months, July, April, hours, check
Explaining product: sectional, sectional mark, sectional mocks, GMAT club, GMAT, adaptive sectional mark, properly explained, mark
Price discussion: mail push, mail, push, purchase, good level, people talking, part, level
Q&A: send, Teams chat, chat, purchase, tomorrow, make the purchase, chat box, coupon
Wrap: mail as Welland, Welland yeah, Welland, yeah, shared, share, mail, make the payment","Introduction: approval - 0.99
Prospect’s performance: curiosity - 0.73, optimism - 0.38, realization - 0.47, remorse - 0.44
Agent drawing up plan: curiosity - 0.46
Explaining product: approval - 0.95, optimism - 0.32
Price discussion: approval - 0.91, desire - 0.38, love - 0.36, optimism - 0.34
Q&A: neutral - 1.0
Wrap: gratitude - 1.0","Introduction: 8
Prospect’s performance: 12
Agent drawing up plan: 9
Explaining product: 10
Price discussion: 4
Q&A: 3
Wrap: 2","Introduction: yeah, good enough good, good, hours, free, planning, mock, put
Prospect’s performance: verbal and data, data insights quads, data insights, Yeah, India, verbal, April, manage
Agent drawing up plan: months, July, yeah, time, July then August, plan, end of July, plan to give
Explaining product: pricing yeah yeah, GMAT, months, pricing yeah, GMAT Club, months GMAT, yeah, pricing
Price discussion: love the Olympic, extra cost, Olympic program, mentor and personalise, Olympic, Yeah, program, cost
Q&A: direct the website, purchase from direct, website, chat box Yeah, box Yeah, purchase, direct, Teams chat box
Wrap: nice","Introduction: 00:07:29 - 00:08:44
Prospect’s performance: 00:08:52 - 00:11:51
Agent drawing up plan: 00:11:56 - 00:16:09
Explaining product: 00:16:20 - 00:22:36
Price discussion: 00:22:46 - 00:24:18
Q&A: 00:24:27 - 00:26:11
Wrap: 00:26:18 - 00:26:37","Introduction: 0
Prospect’s performance: 1
Agent drawing up plan: 3
Explaining product: 6
Price discussion: 4
Q&A: 6
Wrap: 4"
89_20250208,Feb,0.5,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A, Agent catered to the prospect needs with clarity during product explanation, Agent invested justifiable time in product explanation phases, and prospect's engagement in Q&A/performance discussion was more","gratitude,optimism",No Info,No Info,No Info,No Info,"Introduction: approval - 1.0
Prospect’s performance: approval - 0.93
Agent drawing up plan: neutral - 0.98
Explaining product: optimism - 0.92, neutral - 0.77
Price discussion: approval - 0.93
Q&A: approval - 0.77, caring - 0.33, curiosity - 0.45, neutral - 0.5
Wrap: approval - 1.0","Introduction: 7
Prospect’s performance: 35
Agent drawing up plan: 44
Explaining product: 98
Price discussion: 23
Q&A: 23
Wrap: 5","Introduction: Yeah, perfect, half years, year program, bit of discussion, discussion in WhatsApp, years, year
Prospect’s performance: September, round one intake, CAT, round, Yeah, choice is ISB, year, score
Agent drawing up plan: videos, video, questions, Yeah, watch, send, data, types of questions
Explaining product: plateaued as Welland, score, give, Push program, program, Meal Push program, percentile, live
Price discussion: month, helping students, months, GMAT, yeah, students, things, cracking GMAT
Q&A: sweet spot, Correct, months, purchase, spot, sweet, March, mental assignment
Wrap: back on March, March, started, back, Alright, Yeah","Introduction: admiration - 0.83, approval - 0.95
Prospect’s performance: admiration - 0.45, confusion - 0.99
Agent drawing up plan: approval - 0.65, curiosity - 0.65
Explaining product: approval - 0.94, neutral - 0.53
Price discussion: realization - 0.66, neutral - 0.7
Q&A: neutral - 0.99
Wrap: gratitude - 1.0","Introduction: 4
Prospect’s performance: 7
Agent drawing up plan: 12
Explaining product: 2
Price discussion: 6
Q&A: 6
Wrap: 9","Introduction: Yeah, Perfect, Bluetooth, give
Prospect’s performance: Indian schools, ISB, India, Indian, September, searched for Iims, year program, Iims
Agent drawing up plan: Yeah, audible, connecting connection issues, connection issues, connecting connection, issues, connecting, connection
Explaining product: yeah
Price discussion: month program, June, months, month, early June, program, month preparation, April
Q&A: July and August, month, Yeah, August, July, planning, Theek, hai
Wrap: Bye, day, good, good day","Introduction: 00:00:13 - 00:01:03
Prospect’s performance: 00:01:07 - 00:04:56
Agent drawing up plan: 00:04:57 - 00:22:10
Explaining product: 00:22:33 - 00:32:43
Price discussion: 00:32:44 - 00:35:55
Q&A: 00:36:01 - 00:37:29
Wrap: 00:37:30 - 00:37:41","Introduction: 1
Prospect’s performance: 5
Agent drawing up plan: 3
Explaining product: 49
Price discussion: 3
Q&A: 3
Wrap: 0"
8_20250105,Jan,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion","approval,approval,gratitude",India,No Info,"CAT, GMAT, MVA",No Info,"Introduction: curiosity - 0.97, gratitude - 0.85
Prospect’s performance: approval - 0.4, optimism - 0.9, neutral - 0.87
Agent drawing up plan: curiosity - 0.71, neutral - 0.7
Explaining product: neutral - 0.99
Price discussion: caring - 0.71, neutral - 0.9
Q&A: curiosity - 0.48, neutral - 0.8
Wrap: neutral - 0.96","Introduction: 13
Prospect’s performance: 66
Agent drawing up plan: 105
Explaining product: 191
Price discussion: 53
Q&A: 55
Wrap: 20","Introduction: Siddh, score, Hey, Sudharth, good, target score, wanted to check, start
Prospect’s performance: score, Yeah, schools, months, scores, application, GMAT, edition
Agent drawing up plan: hard, question, questions, yeah, hard question, medium, percentile, verbal
Explaining product: percentile, time, case, grade, terms, passage, question, files
Price discussion: files, recommended, percentage, number, files are recommended, skip, time, free trial
Q&A: Start, Start learning, diagnostic, diagnostic quiz, press Start learning, verbal, directly start, navigate
Wrap: mid of Jan, months, mid of mid, Jan, yeah, mid, start, free","Introduction: confusion - 0.98
Prospect’s performance: approval - 0.89, realization - 0.78
Agent drawing up plan: approval - 0.62, neutral - 0.95
Explaining product: approval - 0.81, neutral - 0.93
Price discussion: realization - 0.99
Q&A: approval - 0.98
Wrap: approval - 0.43, gratitude - 0.99","Introduction: 15
Prospect’s performance: 24
Agent drawing up plan: 14
Explaining product: 18
Price discussion: 7
Q&A: 5
Wrap: 9","Introduction: Yeah, Amruth, GMAT, good, MVA from India, mock, diagnostic, choosing GMAT
Prospect’s performance: Yeah, work experience, GMAT Focus edition, GMAT Focus, pretty, correct, years, work
Agent drawing up plan: Yeah, test, screen, Maghush, gave on Maghush, mba.com, started, giving
Explaining product: critical reasoning part, verbal part, reasoning part, Yeah, critical reasoning, part, verbal, attempted
Price discussion: pretty clear, pretty, work, free trial, clear, dashboard, curriculum, GMAT
Q&A: Yeah, teaching pattern, pattern, happened, randomly, teaching, Ohh
Wrap: Yeah, Bye, correct, fee structure, understand, fee, structure, plan","Introduction: 00:00:12 - 00:01:33
Prospect’s performance: 00:01:40 - 00:08:34
Agent drawing up plan: 00:08:39 - 00:22:57
Explaining product: 00:23:02 - 00:46:58
Price discussion: 00:47:06 - 00:51:24
Q&A: 00:51:27 - 00:57:30
Wrap: 00:57:32 - 00:59:14","Introduction: 0
Prospect’s performance: 2
Agent drawing up plan: 7
Explaining product: 10
Price discussion: 7
Q&A: 11
Wrap: 2"
90_20250208,Feb,0.9,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","approval,gratitude,optimism,optimism,optimism",No Info,No Info,No Info,No Info,"Introduction: approval - 0.65, curiosity - 0.81, optimism - 0.52
Prospect’s performance: curiosity - 0.99
Agent drawing up plan: neutral - 0.99
Explaining product: approval - 0.91, optimism - 0.31, neutral - 0.37
Price discussion: neutral - 1.0
Q&A: approval - 0.55, optimism - 0.73
Wrap: approval - 0.97, optimism - 0.9","Introduction: 19
Prospect’s performance: 65
Agent drawing up plan: 110
Explaining product: 197
Price discussion: 56
Q&A: 44
Wrap: 20","Introduction: preparation, started the preparation, submit the applications, applications, submit, August, India, Understood
Prospect’s performance: buffer time, score, preparation, June, time, July, Case, buffer
Agent drawing up plan: GMAT, Study, percentile, score, reading comprehension, study plan, critical reasoning, weeks
Explaining product: critical reasoning, good, quizzes, good score, score, critical, scores, reasoning
Price discussion: month, months, score, plan, hundred hundred hundred, month plan, hundred hundred, Data Insights
Q&A: questions, modules of quant, months, month, good, MAT, GMAT, time
Wrap: Yeah, mentioned, good, months, price, helpful, Understood, month plan","Introduction: realization - 0.97
Prospect’s performance: approval - 0.53, realization - 0.56, neutral - 0.8
Agent drawing up plan: approval - 0.88, neutral - 0.37
Explaining product: curiosity - 0.84
Price discussion: approval - 0.98
Q&A: approval - 1.0
Wrap: gratitude - 1.0","Introduction: 9
Prospect’s performance: 20
Agent drawing up plan: 3
Explaining product: 1
Price discussion: 1
Q&A: 13
Wrap: 9","Introduction: couple of Gmap, Gmap that classes, live trial session, yeah, started, live trial, trial session, full slot preparation
Prospect’s performance: Yeah, higher, side, hours, reading comprehension, reading, comprehension, verbal
Agent drawing up plan: fine
Explaining product: 
Price discussion: yeah
Q&A: Yeah, GMAT official, GMAT, GMAT official guide, official, guide, sufficient, Indian
Wrap: Bye, questions, yeah","Introduction: 00:00:02 - 00:01:59
Prospect’s performance: 00:02:01 - 00:07:46
Agent drawing up plan: 00:07:48 - 00:15:21
Explaining product: 00:15:23 - 00:29:03
Price discussion: 00:29:05 - 00:32:49
Q&A: 00:32:54 - 00:37:13
Wrap: 00:37:14 - 00:38:01","Introduction: 2
Prospect’s performance: 3
Agent drawing up plan: 36
Explaining product: 197
Price discussion: 56
Q&A: 3
Wrap: 2"
