transcript_id,month,conversion_likelihood,reasoning,key_phases,prospect_keywords,emotions_detected,location,education,organization,date
131_20250224,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Prospect’s performance,Agent drawing up plan,Explaining product,Price discussion","moment, Yeah, email, link, shared, link also shared, find any mail, mail, find, test, Excel, moment, things work, weeks, fun, Yeah, alright, time, point of time, point, yeah yeah, score yeah yeah, yeah, exam, exam works, idea, time, works, Correct, areas, , Yeah, April, calendar, checking, day, day extension, month, extension, Bye","approval,realization,gratitude,optimism",No Info,No Info,No Info,No Info
132_20250224,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end","Q&A,Wrap,Prospect’s performance","Quan section, long time, long times, Quan, GMAT, long, study plan, March, Uzbekistan, lessons, online lessons, shared all materials, teacher, time, reason, comprehension, lot of LSAT, lot of people, solve a lot, higher difficulty, LSAT questions, people would solve, lot, LSAT, study plan, days study plan, study, plan, make, days, days study, quant, questions, purchase, day study plan, study plan, day, Yeah, answers, mock tests, start today, purchase today, start, today, Correct, purchase, time, e-mail, move, step, helpful session, approval link, share that e-mail, link, e-mail, helpful","approval,optimism,gratitude,optimism,admiration",No Info,No Info,"GMAT, Piyush","14th of March, 2 days, 1718 days, 18 years"
133_20250225,Feb,0.4,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained confidence or relief near end","Q&A,Wrap,Prospect’s performance","years of experience, years, experience, GMAT, CAD, quad, June, Gmats con, time period, MBA, strategy, year, years, Gmail, NMMS Mumbai, Indian, Ahmedabad, Bangalore, admitted I Ahmedabad, understand, discussing, admitted, Mumbai, kind, Yeah, correct, test, assuming, targeting, Mac focus, mock test, plant, Yeah, heard, correct, pretty good, pretty, good, reasons, feel EG MAT, success rate, rate to show, MAT, reason, feel, successful, success, Bye, yeah, perfect, student board, forward, student, board","approval,gratitude,admiration",No Info,No Info,"CAD, GMAT",No Info
134_20250226,Feb,0.8,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Price discussion,Agent drawing up plan,Explaining product,Price discussion","educational background, mechanical engineer, NMMS Mumbai, MBA, Army Webber, absolutely fresh, Army, background, typically students starting, good time, typically students, students starting, starting from scratch, structure to prep, prep, time, , good, trial period, odd days, pirate version, week, weeks, trial, period, Perfect, kind of CAD, CAD mix, interrupt, odd years, CAD, odd, years, correct, month, suited, Vaibhav, good day, Bye, day, good","gratitude,optimism,admiration,optimism",Mumbai,phd,Army,No Info
135_20250226,Feb,0.8,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Price discussion,Agent drawing up plan,Explaining product,Price discussion","educational background, NMS Mumbai, GMAT, MBA, mechanical engineer, mechanical, background, terms, Yeah, Excel, good, ISP, Gmail, idea about Excel, option, knowledge, year, give, good, exploring, time, CAT, Yeah, job, Yeah, start, month is good, giving, unable, John, exam, subject, targeting Indian colleges, Indian colleges, targeting Indian, decent score, correct, Indian, score, targeting, Saturday, Yeah, Correct hours, hours, Saturday week, Monday, start, automatically, yeah, update and yeah, approval, back, update, call, time, giving time","approval,optimism,gratitude,optimism,optimism",No Info,No Info,"NMS Mumbai, SPJ, GMAT",No Info
136_20250226,Feb,0.3,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion","Q&A,Wrap,Prospect’s performance","firm like PCs, private firm, PCs, graduate, working, private, firm, yeah, yeah, time, mock, mat, reading, passage, base understanding, Kapika, Yeah, nice score, expecting very nice, weekdays, nice, questions, hours, Monday through Friday, Yeah, negative, marking, find it difficult, difficult to stay, stay tuned, longer passages, negative marking, Yeah, full time, time, studying full time, studying, full, studying full, end or September, application in July, July end, Yeah, September, put my application, July, month, Yeah, violin bag, difficult, violin, bag, Nice, remember, violent lessons","approval,realization,gratitude,realization",No Info,graduate,No Info,around 7 years
137_20250227,Feb,0.4,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Agent drawing up plan,Explaining product,Price discussion","Hammond Connected Services, mechanical engineer, MMS Mumbai, Yeah, MBA, educational background, Hammond Connected, Connected Services, yeah, high score, hours, score, MBA, targeting, high, engineering, GMAT, GMAT Club, yeah, idea, trial, time, correct, penalty, sector score, automatically cap, enter, sector, maximum, Yeah, automatically, cap, exact day, day, exact, easier, connect, question MAD Yeah, Yeah, MAD Yeah, question, plan, question MAD, wanted, month plan, Bye, meeting, yeah, Drop, text, time","approval,gratitude,optimism",MMS Mumbai,"science, computer science","DI, the Hammond Connected Services","2021, 6 month"
138_20250226,Feb,0.6,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Prospect’s performance,Agent drawing up plan,Explaining product,Price discussion","years, years of experience, year, started, prepared for GMAT, MAT, construction, kind, MBA, executive MBA, people, year MBA, executive, industry, year, years MBA, reading comprehension, reading, Sir, prepared, face problem, comprehension, plan, good, linear equations, equations, mock mock tests, linear, questions, lessons, mock mock, mock, mastered quadratic equations, quadratic equations, mastered quadratic, move, equations, verbal and quant, hours, mastered, trial application file, Yeah, application file, check the trial, trial application, questions, file, check, working full time, egmap company, full time, working full, company, time, Bye, egmap","approval,gratitude,optimism,optimism,optimism","Pune, New York","bachelor, engineering","GMAT, EG MAT, SC, PGPX, PMO, SCSC","between 5, 2 year, 10 plus years"
139_20250227,Feb,0.9,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Price discussion,Agent drawing up plan,Explaining product,Price discussion","years, working, Google, MBA, money, YouTube, finance sector, joined the bank, Yeah, HES, exams, YouTube, maths, laptop, studied, basics, Yeah, Bye, Wow, questions, difficult, nice, found, Alright, Yeah, camera, days, issue, happening, Sunday, hours, months, Aisha, side, time, full time, anytime, mentor anytime, studying, full, point in time, 6:15 this morning, morning, recommend, point, time, 6:15, month, give you installment, installment plan, month, give, installment, plan, Bye, good","approval,gratitude,optimism,optimism,optimism",No Info,masters,"YouTube, Google",2016
13_20250108,Jan,0.6,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Prospect’s performance,Agent drawing up plan,Explaining product,Price discussion","educational background, mechanical engineer, MBA, writing the GMAT, GMAT sometime possibly, year, universities in America, background, verbal reasoning, difficult to read, read the passage, terms of verbal, find, terms, Yeah, passage and understand, feels, feels good, Yeah, good, feels, unstructured prep, prepare the challenges, challenges while practicing, practice, , buying this program, program, terms, buying, weeks, Yeah, clear, good, Yeah, Bye, clear","optimism,approval,optimism,realization","America, Stanford",engineering,GMAT,No Info
140_20250227,Feb,0.7,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Price discussion,Agent drawing up plan,Explaining product,Price discussion","audible, job July, July, fine, company, work, quit my job, quit, GMAT, official GMAT, GMAT site, official GMAT site, questions, Yeah, gave, time, months, give, month March, July, March to April, Yeah, June, give mocks, Yeah, hours, doubt, material, portal, market, GMAT world, Mac, final call, talk to people, make the final, application and SOP, call, Yeah, scored Mukesh, guess, months, yeah, thousand, cool, month, top, day, yesterday, Yeah, Bye, years, reattempt, constraints, worries, answer","approval,gratitude,optimism",No Info,No Info,No Info,July 20
141_20250228,Feb,0.3,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Agent maintained confidence or relief near end","Q&A,Wrap","WhatsApp number, couple of minutes, number, Yeah, leave, couple, minutes, WhatsApp, perfect, order to perfect, Mat in order, Mat coaching, Mat, coaching from Jamburi, taking G Mat, Yeah, month, question, days, thing, basis, freeze, MAT teach, Yeah, learning visualization, reshare with audio, click on learning, unshare and reshare, GMAT self based, choose this GMAT, Sir, visualization, starting of April, week of April, April, words of April, student, test, starting, week, Sir, months, month, coming Monday, test, Saturday, Monday, Khatu, ","gratitude,gratitude,optimism",No Info,No Info,WhatsApp,No Info
142_20250224,Feb,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end","Q&A,Wrap,Prospect’s performance","GMAT Amsterdam, master degree, started, time, started international business, master, GMAT, long time, Friday, months, hours, Yeah, week, quant, quant class, class, mock Excel, kind of doubting, mock exam, Excel, correct, mock, gonna, exam, practice GMAT club, GMAT club practice, practice GMAT, GMAT club, Yeah, club practice, directly jump, GMAT, Yeah, years ago, June, ago, June Yeah, years, success, year ago, guy wrapping, Yeah, GMAT, Recently, days, guy, wrapping, track, Yeah, Bye, day, good day, good","approval,gratitude,optimism,optimism",No Info,high school,GMAT,2 years
14_20250110,Jan,0.8,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Price discussion,Agent drawing up plan,Explaining product,Price discussion","Anu this trip, wrote the mock, mock test, Anu, trip, honest, fast, yeah, yeah, GMAT, stuff, GMAT tutoring, guess, thought, Irish, performance, yeah, hours, mentor, performance, working, give, weekend, solve, Yeah, GMAC Yeah, GMAT, tomorrow, start, start on Monday, Monday, Sunday, kind of expensive, yeah, expensive, feel yeah, offer, kind, ending on April, April, yeah cementing quiz, cementing quiz, yeah yeah cementing, concept anymore, yeah, yeah cementing, cementing, quiz, question program, hundreds, yeah, program, required, question, absolutely, connect your phone","approval,realization,gratitude,optimism,optimism",No Info,No Info,No Info,No Info
15_20250110,Jan,0.6,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Agent drawing up plan,Explaining product,Price discussion","Yeah, Nithya, audible, terms, webinars, pretty, kind, message, Yeah, question, check, time, questions, high ideally, poneta, high, March, yeah, mid March, hour days, round, hours, hour, Monday through Thursday, Yeah, give, video, weeks, mental, support, finished, guess, , Yeah, sounds good, sounds, good, side, Glad, happy, day","gratitude,joy,admiration,optimism,optimism",No Info,No Info,Hello Nithya,No Info
16_20250110,Jan,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Agent maintained confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Agent drawing up plan,Explaining product,Price discussion","Yeah, started the preparation, CAT in normal, appeared for CAT, GMAT, CAT, started, preparation, Yeah, ADMAT, Target, tough, targeting, Target the score, data, familiarity, verbal part, verbal side, verbal, part, side, concerned, heard, cat, Yeah, happened, formally, , CEG BAT platform, CEG BAT, BAT platform, algebra, topic, CAT preparation, CEG, BAT, mock test, stick test, test, Bye, mock, stick, day, good","approval,gratitude,optimism,optimism",India,No Info,"CAT, GMAT, ISP",No Info
17_20250110,Jan,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Agent drawing up plan,Explaining product,Price discussion","gave CAT SAT, CAT SAT kind, CAT SAT, gave CAT, lower side, started preparing, present time, SAT kind, mock test, Monday to Friday, hours, hours and Saturday, reason was English, Sunday, started, mock, student account, account who kind, kind of started, TTP, real G Mat, mat, mocks, months, give, yeah, NMAT exam, kind, conducted by GMAT, NMAT, full report, enhanced, linear equations, open this linear, equations, percentile in algebra, open, linear, scores are good, call like Microsoft, yeah, CAT, CAT background, GMAT English, indoor, GMAT, TTP, website, Bye, mat, sleep, buy, completely EG mat, Yeah, completely, buy EG mat","approval,approval,optimism,optimism,optimism,optimism","India, US",No Info,"GMAT, TTP, CAT, EG Mat, SAT, ISP Hyderabad",3-4 months
18_20250111,Jan,0.3,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion","Q&A,Wrap,Prospect’s performance","time on Saturday, Saturday, audio, time, path, message, session, recorded, give an idea, wanted to check, con verbal, give, idea, wanted, check, access, MBA online portal, retake the level, level, grade, MBA online, retake, repeat, online portal, author who writes, Yeah, number, GMAT GMAT, GMAT GMAT club, author, writes, GMAT, specifically chose, specifically, chose, Yeah, chose e GMAT, GMAT, GMAT prep, personally recommended Yeah, automatically adjust, Monday to Friday, Saturday and Sunday, day, automatically, Yeah, working from Monday, Sunday and reschedule, yeah, time limit, Bye, time, yeah yeah, planning, months, past few months","approval,gratitude",No Info,No Info,No Info,No Info
19_20250112,Jan,0.6,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion,Price discussion","Cool, Yeah, Bangalore, month, live in Bangalore, kind, roots in Kerala, live, good, yeah, graduated, United Airlines, called Cloud Fuse, Cloud Fuse, Welland MBA, years, Yeah, job offer, job, back to Bangalore, support, mentor support Yeah, mentor support, offer, time as needed, hours, weekends like Saturday, Sunday, Saturday, Yeah, GMAT, needed, yeah, True, start, back in Bangalore, months, back, email, Bangalore, NCR January, intake dead, bit rushy, dead first round, January, NCR, yeah, intake, Yeah, Bye, evening, back","approval,gratitude,realization,gratitude,optimism","Bihar, Kerala, Orissa",No Info,No Info,18th
1_20250101,Jan,0.2,"Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A, Agent maintained confidence or relief near end","Q&A,Wrap","Yeah, give, Amrit, voice, fine, Amruth, Bluetooth, breaking, yeah, months, Sandeep, mail, month, price, Yeah yeah, difference, put it forward, forward and continue, yeah, months, purchasing, work, put, forward, provided by GMAC, Yeah, MAT questions, GMAT question bank, GMAC, GMAT, designs specifically, GMAT question, yeah, GMAT, mentors, collecting Yeah, teachers, plan or preparation, thing, teachers directly, yeah, GMAT, admission, support, admission support, fantastic, guide, thing, Yeah, Bye, Fair, time, Amrut, Amrit, side, graduate","gratitude,optimism",No Info,No Info,Amrit,No Info
20_20250112,Jan,0.1,Prospect showed positive emotion (hope or confidence or etc.) during wrap-up/Q&A,"Q&A,Wrap","educational background, mechanical engineer, NMS Mumbai, working with Deloitte, MBA, Institute in Electronics, Yeah, GMAC, good, GMAT, good score, good CGP pretty, CGP pretty good, pretty good CGP, good CGP, planning abroad, bad score, Yeah, Jamai Mogdevi Rata, context, bad, score, Mart, Catman, Yeah, section mox, question, hard, cover, hard question, thing, medium, Yeah, sound, time, pretty good, minute, good, pretty, blank, personalized study man, study man, personalized study, full length mock, top topics target, topics target cursed, length mock tests, mock tests parallelise, car retail prices, car retail, council that runs, runs the exam, retail prices, prices somewhere close, GMAC, Mac",gratitude,No Info,No Info,"NMS Mumbai, GMAT, CAT, OG, JP Institute in Electronics, GMAC, Deloitte, Bosdart","817877, 2023, 1.5 years, 10 months"
21_20250112,Jan,0.7,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Price discussion,Agent drawing up plan,Explaining product,Price discussion","GMAG plan, Yeah, GMAG, morning like researching, options, hospital, checking, morning, bit early, Yeah, GMAT, early, bit, strong, GRA, English side, GMAT, math, build a plan, years, early February, math material, valid, passed fine, Yeah, call, specific, questions, question, week, content, mail, single stage, single thing, single, things faster, yeah, things, key things, thinking, plan, quant, Bye, cool, started, yeah, started videos, master comprehension, comprehension, time","approval,gratitude,optimism,optimism",No Info,No Info,No Info,No Info
22_20250112,Jan,0.6,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained confidence or relief near end","Q&A,Wrap,Price discussion,Price discussion","GMAT, Yeah, MBA, executive MBA, time MBA, full time MBA, Mad, GMAT classes, Google GMAT, GMAT lashes, GMAT, Google, GEG math, lashes, company, Yeah, Yeah, mock, test, Yeah yeah, mock test, sectional mock, Theek, sectional, computerized notepad, real exam, notepad, yeah, GMAT exam, pen paper, paper to write, write solve, months, month, extend, correct, live, giving, amount, session, minute call, minute sessions, minute, month, live session, doubt session, sessions, session, coupon code, coupon code extra, code extra coupon, extra coupon code, standard discount, coupon, code, giving me standard","approval,gratitude,approval,gratitude,optimism",No Info,No Info,GMAT,34 months
23_20250112,Jan,0.4,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained confidence or relief near end","Q&A,Wrap,Prospect’s performance","educational background, mechanical engineer, NMMS Mumbai, MBA, India, mujhe, India Amadora financial, university, planned gear Gmail, months Main, Ferrari Karan Karan, gear Gmail, Karan Karan, Gmail like Mera, Karan Karan international, months, sentence correction, Thura understand Karke, sentence correction Hani, process step, sentence correction prepared, apply the process, sentence correction YouTube, sentence, Master Comprehension, Comprehension, Savni Bola Satya, Bola Satya ardhante, verbal, Bola Satya, master comprehension Yeah, yeah, Sara material Internet, Sara Jobi amna, Kali Dekha, price point, point be active, discounted link, people promotion, yeah, Yeah, month, map savings, days, savings, Pekarna, mujhe, roughly, MSR gig files, topic MSR gig, poorer topic MSR, assumption topic Yeah, trial Yeah yeah, topic MSR, videos and CRP, CRP from assumption","optimism,gratitude,optimism","Sweden, Mumbai, India Amadora, US, USA, Chicago, India",No Info,"che, GMAT, NBA, BBA, MATLAB, Chicago University TK",No Info
24_20250111,Jan,0.7,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Price discussion,Agent drawing up plan,Explaining product,Price discussion","yeah, kind of working, pen not kind, working, Weekend, pen, kind, work, starts in July, lot of admission, admission consultants, round one starts, July, lot, consultants, round, hours on average, Weekdays, average, hours, dedicate a lot, lot of time, weekends, weekend, years, MAP, working, fine, concept lessons, yeah, part, lessons, mock tests today, tests today, lucky, access the mock, mock tests, today, hope, reason, college, application, college application, join, Nikita, yeah, mentor, thing, Bye","optimism,gratitude,optimism,optimism,realization",No Info,No Info,No Info,No Info
25_20250110,Jan,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Agent drawing up plan,Explaining product,Price discussion","month, confuse, yeah, post grade, talk, forward, suggest, post, full length mock, full length, length mock, full month length, length, full, month length, mock, found it easier, easier compared, verbal, mock verbal, quant, found, easier, compared, Indian colleges, years, Indian, score, colleges, give, Calcutta, valid, Yeah, clear, lunch break, team, break, call, heard, lunch, months, attempts, average, month, make the payment, yeah, people scale, upgrade, Yeah yeah, Yeah, GMAC, WhatsApp, body, nba.com, MacBook, easily","gratitude,gratitude,optimism",No Info,No Info,No Info,2 month
26_20250113,Jan,0.3,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Agent maintained confidence or relief near end","Q&A,Wrap","7:00 college related, ISB in Hyderabad, months, happened, GMAT, yeah, yeah roughly, 7:00, test Prem, Yeah, Prem, test, test target, give, target, mock of test, restricted hours, mentor support, wanted, thing I wanted, wanted to clarify, hours, support, restricted, yeah, Perfect, give, , yeah, study plan, score, customised study plan, affected drastically, study, plan, score good, Yeah, Bye, queries, enroll, talk, parents","approval,gratitude,optimism",No Info,No Info,"EG, GMAT, Hyderabad","2 months, around 16 March"
27_20250110,Jan,0.5,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Agent drawing up plan,Explaining product,Price discussion","remember, late, thought, meeting, Kanpur and completed, Kanpur, bachelor in engineering, 7:15, CAT, yeah, appeared for cat, post, months, top, break, worked, information to answer, answer, hours, February, information, score, March, easily spend, Salvadman Das Maliki, Maliki building Manjai, teen Salvadman Das, Das Maliki building, Salvadman Das, Das Maliki, building Manjai, teen Salvadman, GMAT club pay, East GMAT, club pay sectional, GMAT club, sectional mocks, GMAT course access, pay sectional, GMAT, seek an approval, year deal, Dal nikhili June, approval, August, application, application process, year, Fair, Bye","approval,approval,gratitude,optimism,optimism",Kanpur,"bachelor, engineering",No Info,No Info
28_20250113,Jan,0.3,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Agent maintained confidence or relief near end","Q&A,Wrap","yeah, Vaibhav, MAT, start, BMS Bachelors, Bachelors of Management, Management Studies, Studies from Birla, main, main idea question, written, passage, basically, Yeah, Part, data, GMAT club, GMAT, questions, main idea, main idea question, yeah, questions related, question, Yeah, ratios and proportion, correct, back, April, proportion, question, Basically, Yeah, HDFC will work, HDFC, basically, weeks, give, RCS, Quan basically, hand, hours, hand and basically, preparation, Yeah, basically, exact accurate preparation, resources, Bye, data insights, sectional box, single area, verbal plus con, area, area like data, insights","approval,gratitude,optimism,gratitude,optimism",Kalyan,bachelors,"GMAT, YouTube, EG MAT, Birla College, BMS Bachelors of Management Studies",No Info
29_20250113,Jan,0.9,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Prospect showed willingness and curiosity in performance/targets discussions and Low stress or confusion during price discussion, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Price discussion,Agent drawing up plan,Explaining product,Price discussion","educational background, NMMS Mumbai, MBA, planning, give, human resource, University of Memphis, give my GMAT, apply to colleges, cat, GMAT, year, classes, offline, cat November, cat November meow, Google search Google, career launchers, Google search, Hogani Miko Patya, search Google search, GMAT, Google search basically, search basically Google, cap, triangle, free trial, free, trial, Pella mock, Charon mocks, Pella, teen shot quiz, concept of improvement, shot quiz, strong concept, teen shot, data we update, accuracy gets improved, improved career, pretty good, good, pretty, solve the mock, mock test, verbal, solve, mock, Yeah, Bye, day, good, good day","approval,optimism,gratitude,optimism,admiration,optimism,optimism",Mumbai,No Info,"GMAT, NS YSR, SYBMS, University of Memphis",No Info
2_20250102,Jan,0.7,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Price discussion,Agent drawing up plan,Explaining product,Price discussion","discuss the planning, sentence correction part, wanted to discuss, sentence correction, correction part, Correct sentence, sentence, wanted, GMAT, nice, Mac, Fair, score, integrated reasoning, reasoning last time, scoring, Yeah, key, months, start, Suresh, thought, month, wanted, Yeah, Mat worth, Baijus vedantu Topper, Hamloku teacher Chahe, teacher Chahe Hamloku, Chahe Hamloku, Mat, time, Perfect, Perfect perfect, Perfect perfect perfect, saktagi, Yeah, purchase, freeze, discount, Kiwi Ekbar, Karna Bazaar, Kiwi Ekbar confirm, WhatsApp Karna Bazaar, Yeah, weeks, working, e-mail, pretty fine, official, arrangement works, fine","gratitude,approval,gratitude,optimism,optimism,optimism",No Info,No Info,"GMAT, GMAC","22nd August 2023, the next 3-4 months"
30_20250114,Jan,0.6,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Prospect’s performance,Agent drawing up plan,Explaining product,Price discussion","Yeah, cool, Theek, hai, Theek hai, fine, basically, Cool, time basically, government, engineering graduate basically, GMAT exam, time, webinar, engineering field, MBA, year, year PGP program, MBA point, things, year PGP, pursuing online MBA, months, month, hours, video, yeah, average, manner, Hoon Mein aapko, relax mode, month idea, kind of fragmented, months, relax, relax in relax, output itna Kam, time, important before joining, hai, raha hai, niche AA raha, joining, focus edition Mein, East Sigma, Mein, free or paid, mock will open, mock is free, mock, earlier, open, make a click, figure","approval,gratitude,optimism,realization",No Info,No Info,No Info,No Info
31_20250113,Jan,0.7,"Prospect showed positive emotions (more than 2) during wrap-up/Q&A, Either prospect showed willingness and curiosity in performance/targets discussions or they had Low stress or confusion during price discussion, Agent maintained high confidence or relief near end, Agent catered to the prospect needs with clarity during product explanation","Q&A,Wrap,Prospect’s performance,Agent drawing up plan,Explaining product,Price discussion","standardized test score, require a GMAT, GMAT score, standardized test, test score, score, MBA, GMAT, questions, Yeah, score, mock score, GMAT penalizes brutally, mock, personalized study plan, questions unanswered, data insights, Yeah, insights, time, data, time with data, today, bother, Yeah, dipping graph, Nice, graph, dipping, robust, feedback, system, Nice, months, waste my time, Yeah, good, waste, time, great, Yeah, cheaper, bit more improving, months, quiz, discount links, ahead and purchase, purchase those plans, send that link, great talking, correct, link, scores, send, purchase, months","approval,optimism,gratitude,optimism,admiration,optimism,optimism,optimism,optimism",No Info,No Info,GMAT,No Info
